term_a,term_b,count,npmi
burp,intense nausea,11,0.06742667734786659
burp,sensation of burp,21,0.13017266467487018
intense nausea,vomit,10,0.2880859641333708
procedure,procedure could,12,0.2604775207309319
paul,private,10,0.4129713554861606
air,feel the pressure,32,0.2440462860704971
burp,feel the pressure,67,0.13964463888861872
burp,hiccup burp,15,0.08506951921364499
consider the procedure,procedure,10,0.19206741380891088
cpd,noburp,160,0.1043568684879931
acid,reflux,120,0.35382415291544095
air vomit,bloating,69,0.11553441159468777
air vomit,gag reflex,59,0.29832470984377646
burp,burp mostly,20,0.12035168677676532
burp,burp seem,34,0.12032561272774206
burp,gurgle turn,21,0.15016342424894494
gurgle,gurgle turn,10,0.25352522898105867
les,throat,64,0.10024928373104626
dose,general anaesthetic,20,0.24876898689601354
dose,second round,41,0.2750139603899783
even swallow,swallow,10,0.2733609435587401
even swallow,throat,15,0.18470219622626627
cost,deductible,78,0.456566238197906
deductible,insurance,92,0.5138917262625305
laryngoscopy,surgery,10,0.1510187023403062
office visit,surgery,13,0.2501528813380094
actual vomit,burp,33,0.07778995797447118
actual vomit,regurgitation,14,0.3389889292951758
core,ues,10,0.2556658691804916
covid test,procedure,32,0.21468805453144268
covid test,surgery,20,0.2616060571428682
doctor,practitioner,12,0.15420074133341294
esophagus,ues,133,0.34848111119432135
low esophagus,ues,16,0.3608234802545216
throat,ues,158,0.1957049631004195
abdominal pain,flatulence,10,0.33189061449839347
abdominal pain,gurgle,21,0.192236592726771
abdominal pain,pain,27,0.27392199032417835
bloat,flatulence,21,0.2527585725111752
bloat,gurgle,69,0.15725639943398986
bloat,micro burp,14,0.08875314405177669
botox,botox journey,12,0.11328126415166613
botox,week post botox,146,0.05693205930251314
flatulence,micro burp,23,0.16918971198142496
flatulence,pain,55,0.1950370996413678
100 unit,botox,197,0.1260175527750373
antacid,beer,11,0.1285772874332423
antacid,tum,20,0.35499102834544155
beer,coffee,23,0.20115718545892874
coffee,wine,17,0.32760314619378234
pepcid,tum,21,0.4732098338876928
chest,sharp pain,26,0.3942209527429635
acid reflux,emetophobia,34,0.09182069257416785
emetophobia,reflux,26,0.04987431014824698
anxiety,reflux,64,0.10322824742334052
get insurance,insurance,10,0.32078819340060094
air trap,nausea,12,0.22134357725873036
bad reflux,burp,33,0.08082326105861594
burp,feel pressure,40,0.12314738649913254
burp,trap burp,19,0.11389381701653822
gas x,nausea,12,0.14684868078250257
nausea,regurgitation,49,0.1668320857704321
annoying gurgle,burp,10,0.09926225615408768
burp,gas bubble,34,0.09266863811280006
noburp,reflux,69,0.12240006307985199
ppi,ppis,33,0.4742039356625484
burp,burp obviously,13,0.09934040310767506
bloating,excess gas,13,0.20562233712943676
bloating,get gurgle,16,0.16771137780614084
burp,burp often,27,0.1395826411671761
burp,symptom like,30,0.07485664388318987
chest,get gurgle,12,0.1445174814637824
chest,symptom like,10,0.25024798088051853
drink,ppi,19,0.06970190357619728
burp,randomly burp,29,0.12411181136846217
blood pressure,burp,26,0.040797444577110514
burp,hiccup instead,14,0.1456580291189235
drink,eat drink,41,0.17614111194101256
burp,real pain,10,0.10525336765888735
burp,feel nausea,19,0.07311187909738144
burp,symptom be related,12,0.12067865040320692
botox,dilation,116,0.18161618952533443
dilation,dr bastian,18,0.12279300015273839
beer,teach,27,0.15293020867763316
burp,burp occasionally,37,0.12975654808075104
burp,burp sound like,17,0.10366675881994981
burp,gas inside,15,0.12122049140944993
burp,gas would,12,0.0992353824804838
burp,uncomfortable gurgle,14,0.11281591872540779
burp whenever,noise,11,0.27973214448828754
gas build,pain,18,0.2356075033501606
inability to burp,pass gas,13,0.21621427815832506
inability to burp,stomach issue,10,0.15149971205635546
massage my throat,throat,10,0.20488859592684977
mini burp,noise,12,0.2203239413422897
mini burp,pain,17,0.1502545852846429
muscle,trachea,11,0.277862044633775
noise,pass gas,12,0.2225855706044982
pain,relieve the pressure,13,0.18782467068751987
pain,stomach issue,31,0.19947335658274487
shaker exercise,teach,44,0.23178517460888629
shaker exercise,turn,83,0.1788105208258527
throat,throat try,14,0.2366227178378726
air,burp thing,20,0.13827971525339267
air,stomach gas,11,0.13418750545999217
burp,stomach gas,34,0.08165867877959887
burp thing,gas,10,0.15728994055932516
gas,stomach pain,35,0.23759474923556664
laryngoscopy,manometry,12,0.3700276474094666
burp,feel like vomit,28,0.11458060935048346
200,botox,109,0.1521327824372677
200,dr bastian,25,0.14963940229178918
200,office,19,0.18400329580484562
botox,second round,223,0.18382116546836236
doctor,irvine,12,0.1616763757579554
doctor,university,31,0.15874370719542755
doctor,yale,12,0.13447782501863315
dr bastian,second round,21,0.05630375624659681
muscle,swallow issue,17,0.21299486039957102
office,second round,24,0.14428304995893523
bloating,gargle,13,0.1711575306198174
bloating,hiccup,47,0.13280328285784623
chest,gargle,17,0.21922190456308854
hiccup,pressure,40,0.1441549072988644
abdomen,neck,18,0.15655231777082107
burp,feel of burp,20,0.13147814193330593
muscle,stomach muscle,10,0.21818302176031434
abdominal muscle,esophagus,11,0.2438268337958602
abdominal muscle,muscle,11,0.26653652169069647
abdominal muscle,throat,20,0.1845362010948265
air,air escape,21,0.20800778148418042
air,amount of air,97,0.30499130269561786
air,burp however,21,0.1956418506707982
air,burp whenever,20,0.18788904752861002
amount of air,bloating,17,0.16580027976833375
amount of air,cough,13,0.18668888420801408
bloating,feel the air,14,0.1529653454591085
burp,burp basically,13,0.12451937830671382
burp,burp however,67,0.1524899327559012
burp,taste the burp,13,0.10871847685673597
burp whenever,vomit,10,0.15296455809921394
cough,feel the air,13,0.19835212886080836
croak,feel the air,11,0.23510403695471954
dr karagama,office,17,0.09981401700124094
esophagus,swallow a lot,11,0.18176637234201326
feel the air,vomit,20,0.13972713810143098
flex,muscle,32,0.31620377070715766
throat,throat start,15,0.21545208253820625
hiccup,inability to burp,38,0.15246543570266316
actual procedure,procedure,30,0.1925515339560119
air,burp sound,36,0.26522956877458354
air,sometimes burp,13,0.20313122508454454
air come,pain,40,0.13537460255558484
amount of burp,burp,25,0.14231008784550078
burp,burp issue,69,0.09199668183438607
burp,burp sound,67,0.1433676476376627
burp,sometimes burp,31,0.12331393260160771
burp issue,pain,12,0.12703731962756745
esophagus,peristalsis,17,0.36169649333172965
esophagus,problem swallow,10,0.2478119036371174
esophagus,swallow,191,0.26485338968029515
esophagus,tightening,17,0.2794786431611069
problem swallow,swallow,12,0.278323856626292
problem swallow,throat,26,0.2389739068111493
swallow,tightening,10,0.2143991609632313
throat,tightening,31,0.2200794627594595
doc,see a ent,10,0.16693752582898486
air escape,symptom,10,0.1391904147773559
anxiety,anxiety issue,10,0.3482209677086453
anxiety,social anxiety,33,0.33264197822237707
botox procedure,botox treatment,27,0.07681093918292387
botox procedure,endoscopy,50,0.18904787902605122
experience,social situation,25,0.1862924114192842
medication,turn,43,0.11886752770171738
successfully,turn,14,0.1574537727866873
actual burp,chest,12,0.1716169634800458
actual burp,pain,10,0.08464586869955436
actual burp,pressure,14,0.2082288734725927
chest,gas build,12,0.24791156930056002
gag,gas build,11,0.24820583276425828
gas build,pressure,11,0.252971299315651
consultation,initial consultation,14,0.297694588130036
cost,gp,47,0.19205679681192647
cost,medicare,26,0.4060671599994468
gp,medicare,12,0.34831700073104216
gp,referral,212,0.5065478983299118
initial consultation,procedure,43,0.21509193322194237
medicare,referral,12,0.31599015094955135
anesthetic,office,10,0.2272978727962044
in office procedure,office,73,0.3263833313428031
neck,target,10,0.20345653950800652
target,throat,19,0.11003818304341247
beer,exercise,31,0.10179198662112296
burp,weird gurgle sound,11,0.1296577651009322
cost,provider,13,0.17065415065101405
cover,provider,32,0.3195859120417973
insurance,provider,34,0.32753366527661537
dose,dr bastian,85,0.1315575646397492
dose,second dose,58,0.3382533374258559
dr bastian,second dose,22,0.06762057355430959
botox,week post procedure,14,0.08086182645104174
breathing issue,gurgle,10,0.10139188002309028
breathing issue,pain,10,0.14316752502997437
burp,tightness,110,0.10276646651249995
chest and throat,throat,17,0.13744235837340082
drink fizzy drink,shaker exercise,10,0.20942820284204602
fizzy water,shaker exercise,10,0.17852851899197492
fizzy water,turn,16,0.13279979101589312
gas,gas build,16,0.2690732495693399
gas,tightness,14,0.14773092846656755
gas build,gurgle,11,0.12898541543423628
gurgle,reflex,47,0.15270143652840973
gurgle,tightness,31,0.15542706436145518
pain,tightness,22,0.15569150326731498
swallow,swallow pill,29,0.28178863450493863
swallow pill,throat,25,0.10595290395529598
throat,throat massage,13,0.19103175889536503
appeal,cost,10,0.19558767410563363
cpd,hereditary,10,0.15349825808756923
barium swallow test,esophagus,24,0.2307131048624571
doctor,local doctor,29,0.24996249028863463
bubble of air,burp,51,0.1452529901051943
doctor,doctor say,66,0.1988991112702409
air,air release,14,0.22641710926199368
air,gargle,27,0.15213902053031214
air,hiccup,142,0.1667754503638159
air,release the pressure,12,0.2242824390605195
air bubble,hiccup,10,0.15486300516345122
air bubble,noise,10,0.15956323150415339
air release,burp,30,0.1337771733463773
burp,loud hiccup,15,0.09213443674514045
burp,release the pressure,21,0.10703273436707866
chest,release air,13,0.18007054984373766
gargle,noise,16,0.2596066062819863
noise,release air,11,0.20580736200353075
botox,cc,36,0.2096079959171846
botox,dosage,125,0.15694406266890604
botox,unit,65,0.13312362595174504
dosage,unit,12,0.37339884162332104
burp,gurgle croak,22,0.1190946008157893
burp,relieve some pressure,12,0.13326470929194975
burp also,gurgle,10,0.09768119461042787
75,dosage,15,0.3516775216818448
75,office,23,0.20365850830065715
dosage,office,20,0.17684624396385146
manometry,procedure,53,0.09489997455271708
manometry,test,116,0.41143120699690006
many unit,office,26,0.17959328997778884
otolaryngologist,referral,15,0.32096822805447406
ph test,test,15,0.37616168033607744
referral,yale,14,0.313480855343603
bad gurgle,burp,25,0.05213354929134444
bad gurgle,gurgle,17,0.21125923980536676
drink,ginger ale,15,0.2362243549354393
actually throw,air,25,0.16397871749623874
actually throw,burp,67,0.08944884509935541
actually throw,gurgle,18,0.13497573801739968
actually throw,noise,11,0.229836213439064
air,symptom,310,0.10419767816277595
burp,burp completely,22,0.1256254396540569
burp,cause burp,14,0.11764549885891783
endoscopy,surgery,63,0.15722640035853447
endoscopy,treatment,49,0.13397910289382972
strep throat,throat,15,0.2279763809195942
shaker,turn,24,0.13562648230511418
burp,chronic nausea,28,0.05265774634738429
burp normally,discomfort,13,0.14681717270393235
burp normally,symptom,24,0.10290464711026602
burp,gurgle sometimes,15,0.06917670189262676
cure,exercise,100,0.19854798778697125
cure,supplement,11,0.13068256461510858
exercise,supplement,10,0.14869196232042073
neck,strengthen,25,0.310331765732314
cough,micro burp,84,0.2636157826127208
cough,pressure,42,0.15009099727919908
botox,month post botox,196,0.10434633053498578
burp,burp reflex,39,0.13911757030653907
burp reflex,reflex,10,0.42779315526338835
burp reflex,vomit,13,0.24210078095372234
disorder,fear,22,0.1478758691027782
fear,trauma,15,0.26962437787123933
gurgle noise,pain,20,0.15387597028160258
gurgle noise,vomit,15,0.1141342736649951
burp,relieve burp,86,0.1408067475961264
cannot burp,chest,14,0.13754639564065124
cannot burp,pain,28,0.15779653719269787
chest,force burp,11,0.14465933901085065
force burp,pain,13,0.09886154413995556
doctor,pcp,59,0.24376817289117192
endoscopy,ultrasound,16,0.3258775216601145
ent,find a ent,16,0.2754127681708737
ent,pcp,41,0.3345541337036616
pcp,referral,86,0.5065098602207334
burp,mild gurgle,12,0.15545263523694236
eat and drink,soda,10,0.15887358269995805
air,gurgle start,19,0.16908725782007328
air,still gurgle,14,0.11284034329689566
breathing issue,chest,12,0.23127876890325957
burp,chest discomfort,12,0.08557536486586251
burp,gurgle start,61,0.12342178819793619
burp,still gurgle,93,0.16624956491721718
burp,symptom gurgle,10,0.1333717031485892
chest,gurgle start,13,0.24386068820731813
chest pain,gurgle,69,0.2195880021795226
chest pain,pain,65,0.26206296488110287
gerd,gerd symptom,19,0.4646775276756508
gurgle,gurgle start,28,0.23677057860289002
gurgle,still gurgle,33,0.2418651955921563
gurgle start,pain,10,0.14507332146002017
pain,still gurgle,10,0.12823125043509453
burp,excessive air,12,0.08557536486586251
burp,release some air,18,0.09715735989318607
chest,tightness,59,0.38184626724525544
chest,unable to burp,28,0.17987122146310092
shortness of breath,tightness,11,0.3075572083062872
botox,dr karagama,112,0.06854034010194551
botox,single injection,11,0.15710843189759136
air,get hiccup,14,0.1070554512101382
gurgle,mini burp,38,0.2144394920631242
air,involuntary burp,11,0.14244157418639725
air,mini burp,32,0.17487856920838224
air,weird gurgle,10,0.17639960096519353
burp,involuntary burp,39,0.1093333148138711
burp,weird gurgle,27,0.1122505845476495
carbonated,eat or drink,13,0.2511940049928483
air,excess air,30,0.2270290125620289
burp,excess air,49,0.08683153339545031
burp sometimes,chest,17,0.2221817847743213
burp sometimes,hiccup,12,0.21894279378644352
noburp,noburp problem,42,0.47638788687018524
noise,stomach pain,12,0.16092488859295603
pain,trap wind,11,0.22904715886683003
burp,stomach chest,18,0.13035962198319306
fear of throw,vomit,12,0.15926697027478207
inability to burp,stomach acid,14,0.1569765010607669
inability to burp,unable to burp,44,0.2811919565122275
alcohol,carbonation,52,0.3189131092702783
carbonated drink,eat or drink,17,0.2138981006793341
air vomit,loud burp,12,0.18669088972136894
loud burp,nausea,10,0.18463803055352784
insurance,nhs,18,0.09601182753093192
insurance,private,15,0.17417292436258813
insurer,nhs,12,0.3928156188605958
nhs,private,91,0.5273068850768595
swallow problem,throat,20,0.1392547626373992
burp,relieve gas,15,0.06917670189262676
burp,truly burp,11,0.12282483980305312
burp,way of burp,13,0.11373239747867368
burp normally,gas,10,0.0782826586243133
burp normally,vomit,24,0.13181060543279474
melbourne,sydney,21,0.6459805568116102
specialist,sydney,11,0.2850066020668818
bubble of air,chest,10,0.2488410347086697
air,excessive flatulence,34,0.18793223848174243
air,flatulence,86,0.1967858427274756
air,gas come,11,0.12054750606586655
burp,burp frequently,16,0.12450610876676894
burp,gas escape,14,0.11281591872540779
burp,gurgle i think,14,0.11281591872540779
burp,inhal air,17,0.15230820471407414
burp,regurgitation issue,11,0.07557481950639398
burp,typical symptom,19,0.08881779415383126
burp almost,gurgle,15,0.2039196550815748
burp however,gas,10,0.20437005758762264
burp however,gurgle,14,0.1563031709077472
constipation,ibs,28,0.263703666243992
drink carbonated beverage,turn,10,0.16447439440946524
dysfunction,sphincter,11,0.2771722685415066
dysfunction,swallow,18,0.15951911473580968
excessive flatulence,flatulence,14,0.32760949186196936
excessive flatulence,gurgle,25,0.15980738318840096
excessive flatulence,noise,10,0.20091688768500307
flatulence,gas,58,0.2608954005269006
flatulence,noise,23,0.19670064194480516
flatulence,stomach pain,11,0.2309071150152578
flatulence,unable to burp,11,0.19044509420965502
gas,release air,13,0.16206548452635935
gas come,gurgle,15,0.17202588973269284
gastroenterologist,swallow,18,0.09356249994898692
gurgle,release air,35,0.19865678451562607
gurgle,stomach pain,38,0.1466963065820883
noise,stomach acid,12,0.15469233552368733
noise,unable to burp,19,0.1779284857266448
pain,release air,11,0.09396615670139549
swallow,swallow test,27,0.2814327447846492
swallow,throat pain,12,0.22969683900915613
throat,throat and stomach,13,0.1732394870464517
throat,throat pain,36,0.23269367845948843
force burp,symptom,11,0.04961601278023525
gurgle bloating,symptom,19,0.2650028080539074
hiccup,symptom,94,0.1336758952684563
50 100,botox,14,0.1474741947975142
bloat,bloating,74,0.286819798845725
bloat,gag,14,0.07904995089618437
bloat,hiccup,14,0.10990817287795528
bloat,inability to burp,13,0.08895756110544925
bloating,gag,40,0.07556851407115585
gag,hiccup,29,0.09543370493756037
hiccup,pain,87,0.15995064916305796
bloating issue,burp,16,0.10751144111187048
burp,constant bloating,36,0.10023016547115388
air,bubble of air,32,0.28646294962500707
air,frog,40,0.1588124649413626
air,frog noise,20,0.13607063448431245
frog,vomit,19,0.1169542096497958
doctor,service,16,0.16096958077794724
air be come,gurgle,14,0.17588819685170262
always gurgle,burp,10,0.1417614528739942
anxiety,disorder,38,0.14993121584840513
anxiety,ibs,54,0.1872656207139114
anxiety,syndrome,13,0.15216418319586078
disorder,ibs,17,0.15988978513910018
disorder,syndrome,13,0.2734761321553241
frog noise,symptom,18,0.14947596336765245
burp,think burp,31,0.12331393260160771
cpd,disorder,138,0.23439210700106833
cpd,endometriosis,12,0.17776728104417847
cpd,gastroparesis,24,0.17645496987235015
cpd,ibs,110,0.17968109814342598
disorder,noburp,26,0.10642557996979986
ibs,noburp,41,0.1547795427707396
air come,discomfort,13,0.08428438371884356
air come,stomach acid,11,0.2135158999437447
burp,extreme discomfort,20,0.11349942512411071
discomfort,stomach acid,14,0.14640133044242545
70 unit,botox,16,0.13808255221952084
botox,botox under ga,17,0.14574032494247766
botox,day post botox,89,0.022084276026407654
noburp,noburp symptom,22,0.2881103589575405
amitryptyline,antidepressant,11,0.6431909914630446
drink,drink a fizzy,39,0.37035669243629854
ga,round,16,0.14411469999220286
gas,less bloating,11,0.2709705517921775
rcpd,silent reflux,20,0.12384717411627358
egd,treatment,11,0.2326432878227231
hospital,manometry,14,0.13048963596203278
manometry,study,46,0.33137300795923186
manometry,treatment,29,0.14584140355180306
billing,cost,15,0.3435427151316075
cost,quote,26,0.3107005712340687
get nausea,gurgle,13,0.20436958414403103
gurgle,really burp,15,0.09919774773693506
really burp,symptom,13,0.09485422668927929
throat,throat hurt,42,0.25481771241969065
throat,upper esophageal sphincter,64,0.18921482295073933
air,gurgle noise,44,0.20208392849266696
air,throw up air,16,0.1586658690628393
burp,throw up air,40,0.07832902100369851
anesthesia,injection under general,10,0.4648156480123123
shortness of breath,trap air,16,0.2933236346699444
open the throat,throat,10,0.17265930546108202
75,dr bastian,36,0.19372727912088658
air,loud gurgle,13,0.15064082082775396
bloating,loud gurgle,11,0.238126477684079
bloating,trap air,23,0.14760628678932375
bubble of air,gurgle,16,0.20168370973089503
burp,loud gurgle,46,0.11786199743710624
esophagus,stricture,10,0.3378133077865055
gurgle,loud gurgle,18,0.20617232661598
gurgle,trap air,61,0.1765145900096826
swallow anything,throat,15,0.18032288314496292
botox,botox yesterday,26,0.052068095415890976
air,bad symptom,21,0.12103932833638736
digestive issue,rcpd,11,0.07595703634582039
digestive issue,reflux,12,0.18051064848214904
doctor,see a doctor,38,0.1886446275075894
endoscopy,injection,11,0.023579636500503796
gerd,rcpd,100,0.1713613918463295
gerd,reflux,56,0.19766526378595423
omeprazole,pepcid,21,0.4279940367379737
rcpd,reflux,163,0.14971820583005657
burp,burp uncontrollably,48,0.11228703886377742
post procedure,procedure,65,0.24424202283310342
botox,general anaesthetic,79,0.11084188766031745
cost,surgeon,20,0.1497848470575947
muscular,throat,15,0.11693707116505649
relax the muscle,throat,36,0.19496939165645402
anaesthetic,general anaesthetic,18,0.4316195580886916
injection,study,34,0.15284046595367184
throat,throat nausea,67,0.2019186135900032
botox,botox with dr,41,0.09205070684696784
burp,burp it feel,32,0.15074728676346935
health insurance,insurance,19,0.2971850057315265
drink,zofran,15,0.1172490910518578
air,force the burp,19,0.1918672059385476
burp,force the burp,57,0.13964191647776591
cough,discomfort,34,0.12442241777917241
appeal,coverage,15,0.5294349472423279
appeal,insurance,41,0.42514629167960066
air come,symptom,22,0.02564811891744022
air be come,burp,49,0.12981183445557593
burp,constant nausea,31,0.074321990743063
burp,feel air,43,0.13503092883791484
chest,gas come,11,0.24096995440379576
chest,stomach issue,10,0.12181033136107042
constant nausea,symptom,11,0.16361324480287315
cpd,diagnose with gerd,19,0.19113441976734108
cpd,emetophobia,142,0.1538736872049871
feel air,symptom,10,0.16656995661090998
gas come,symptom,10,0.13447879388226833
painful bloating,symptom,17,0.20375915343315423
stomach issue,symptom,35,0.18306403485507186
burp,like hiccup,14,0.12269978985497998
burp,weird throat gurgle,10,0.1183724571393684
air,cannot burp,43,0.15475422162299107
anxiety,ocd,15,0.27160679784301295
cpd,digestive issue,23,0.14627585064867488
cpd,severe emetophobia,19,0.16556005376719227
successfully,teach,10,0.23979729047752138
air vomit,unable to burp,22,0.12782572811244985
burp,burp stop,28,0.10988013612554534
burp,release a burp,17,0.1367961762614673
burp,main symptom,82,0.11236288549188406
cpd,cpd symptom,89,0.29803473955293636
gurgle,main symptom,27,0.18300191687062187
airway,slow swallow,11,0.1420383083365909
airway,swallow,22,0.2521553225580074
burp,potential burp,10,0.15088163005719585
amount of air,gag,19,0.20624502725118796
neck,neck muscle,30,0.3886387668119631
acid reflux,constipation,25,0.15662440645243964
alcohol,eat or drink,22,0.1929265824740543
bad stomach pain,burp,10,0.08821879719322971
burp,burp syndrome,39,0.06772645124797481
constipation,cpd,81,0.18701276029022565
cpd,cpd also,17,0.2610191955814126
biopsy,endoscopy,15,0.38016686996014815
heartburn,rcpd,34,0.05472338422618196
puke,symptom,27,0.029467811752825788
abdominal bloating,burp,18,0.1003951962728985
botox,pre botox,205,0.148996586026428
botox,third round,19,0.16006106327606126
second round,third round,12,0.4948605247591455
burp,burp load,18,0.1003951962728985
chest,feel the gas,13,0.273231483213692
100 unit,anesthesia,19,0.1518825305049849
100 unit,many unit,14,0.22384425149062984
anesthesia,many unit,12,0.14276235177483879
anesthesia,pre botox,10,0.08539391997103007
burp,pain med,35,0.1351216959917564
air,burp and feel,19,0.19442132027568007
burp,burp and feel,42,0.09950874363681607
200 unit,botox,30,0.10397971289039477
cricopharyngeus,muscle,25,0.25318307783428795
anxiety,fear,141,0.2939192723056668
botox,botox leak,11,0.16315999869877568
burp thing,noise,12,0.2447295491938444
burp thing,symptom,22,0.17806468529951458
else have experience,experience,17,0.17117704626170627
doctor,europe,19,0.16823961228392778
cpd,rcpd,76,-0.10897235679222486
burp,severe nausea,14,0.08038535300318686
cannot burp,nausea,10,0.10013288939347995
referral,specialist,119,0.374726492229332
botox,ga,140,0.07335025805400472
ga,office,101,0.3425539245058926
exercise,soda,25,0.1395999351611346
burp,cough fit,34,0.09266863811280006
chest,relieve the pressure,15,0.273879672730164
burp,gurgle instead,10,0.1417614528739942
burp whenever,gurgle,16,0.1721948815266035
cramp,flatulence,10,0.3094333219297414
cramp,gurgle,14,0.11643692690920303
flatulence,hiccup,22,0.18549894498775898
flatulence,inability to burp,34,0.23406819189963546
flatulence,symptom,96,0.24780530211359345
gas,hiccup,50,0.13556642536243807
symptom,symptom like,17,0.22424452194177827
bad symptom,burp,74,0.08061463742457879
discomfort,flatulence,33,0.21799279347759823
actually burp,hiccup,11,0.17625890477999398
country,doctor,173,0.29587350498566484
acid,silent reflux,31,0.39554440770094546
heartburn,silent reflux,28,0.39114685675349975
botox,second dose,140,0.1111994667547248
burp,burp feel,64,0.1353061334134098
burp feel,vomit,12,0.16805476846270168
micro burp,still gurgle,23,0.32995379499878097
air vomit,flatulence,11,0.038538533276270805
air vomit,shortness of breath,13,0.10219172694811329
drink alcohol,turn,12,0.09051290226701093
england,gp,11,0.2857629111330691
england,nhs,22,0.3995889453231589
gp,private,49,0.3951958831800113
appeal,deny,38,0.6380246439404591
appeal,doctor,17,0.12965301475298247
bcb,deny,11,0.46256378197950404
deny,doctor,38,0.1927562595579763
doctor,payment,11,0.14074454156497163
gas,shortness of breath,22,0.16889216237478674
pressure,shortness of breath,17,0.17133974078159495
pressure,vomit,122,0.17729525326655476
shortness of breath,vomit,16,0.07491558393108078
burp,medium burp,12,0.12067865040320692
turn,turn head,11,0.24161663755530413
abdomino phrenic dyssynergia,pelvic floor dysfunction,28,0.8196046265973415
apd,rcpd,10,0.21500213050344938
bloating,shortness of breath,25,0.19180446728565095
burp,pain bloating,20,0.11022303046184087
doctor,quote,15,0.09730059939490351
cure,self,56,0.2454186147108153
gargle,gurgle,13,0.07460556774214147
burp,random micro burp,13,0.15743336875468125
burp,proper burp,144,0.1526621561556096
burp,random burp,38,0.1091606876430382
burp,start gurgle,15,0.06625737614694718
feel the pressure,gurgle,23,0.21095798180704453
feel the pressure,pressure,16,0.2916160214147498
gurgle,random burp,12,0.16910475210609008
gurgle,start gurgle,10,0.21374867666252823
pressure,proper burp,11,0.15753215796922093
slow swallow,ues,16,0.02106067147141002
burp,burp but sometimes,15,0.1311790107462509
burp,like gurgle,12,0.10420641802072989
muscle,slow swallow,76,0.115331405900286
anesthesia,post surgery,15,0.236345616170089
burp,excessive bloating,24,0.11532323173301726
burp,painful hiccup,122,0.10052578475726091
doc,specialist,27,0.17142230396953215
main symptom,symptom,40,0.2543716856712362
doctor,preferably,10,0.1558874362539098
botox procedure,prep,10,0.21404670137352014
burp,diarrhea,73,0.11053436367215827
diarrhea,pain,15,0.16315775440632777
anesthesia,week post botox,10,0.060076197617524606
drink,drink carbonated drink,34,0.225062790461132
gassy,pressure,31,0.18679819924369473
swallow,swallow food,28,0.3302759168886325
swallow food,throat,38,0.21816067603691947
doctor,nhs,76,0.11876440639276592
burp,expel gas,13,0.07175594070121818
also vomit,burp,12,0.12067865040320692
emetophobia,phobia,92,0.4316907515074425
emetophobia,rcpd,122,0.15474735362689843
phobia,rcpd,31,0.09744498673619345
rcpd,self diagnose,28,0.20826454414545498
cure,medicine,28,0.1472560843813768
hiccup,nausea,42,0.13493377903688736
nausea,tightness,21,0.22254134473605772
rarely burp,symptom,12,0.18929767419612942
symptom,tightness,40,0.20589228519847516
constipation,rcpd,45,0.12275616165373654
discomfort,stomach pain,22,0.21226933169673085
another doctor,doctor,24,0.2028979819093854
cannot burp,pressure,14,0.1545359344901334
50 unit,75 unit,21,0.34795808913994375
50,second injection,12,0.2041222968865251
bloating,flatulence,57,0.26426059335209184
botox injection,botox treatment,23,0.10896639602289644
esophagitis,reflux,12,0.27810418166394385
reflux,silent reflux,49,0.36178065047059715
primary doctor,referral,17,0.4333594361971307
referral,see a doctor,11,0.18855175837068827
cpd,gastritis,21,0.14587069784383494
cpd,ulcer,11,0.07467799152149864
pain,sharp pain,23,0.30383185246913513
burp,hypersalivation,43,0.053971017166917365
burp,increase the pressure,11,0.1448083659734861
hypersalivation,symptom,22,0.19681087427284008
nausea,pressure,61,0.15880161127947012
burp,feel of gas,19,0.14622243320780096
botox procedure,visit,35,0.18900194281161176
cover,insurance win,31,0.5296924410057144
beer,seltzer,21,0.29383161805283203
condition,similar experience,28,0.10377246336518199
bone,neck,20,0.28745880960093545
burp,release the burp,20,0.12764632747323132
actual burp,air,56,0.2569858619633486
air,burp feel like,14,0.17997631585348095
big gurgle,burp,15,0.11209285445070771
burp,burp feel like,40,0.12135705449625421
burp feel like,vomit,10,0.18974037249186376
gurgle,stomach gurgle,11,0.17080483021570675
burp,horrible gurgle,13,0.10392747225380099
drink,try drink,17,0.19787614918521676
botox,myotomy,145,0.2102629002596111
esophagus,sphincter,92,0.36843293069016286
mini burp,symptom,12,0.07735529068580504
burp normally,chest,14,0.13585138991607476
burp normally,inability to burp,10,0.1254819662281996
chest,flatulence,34,0.20001014684086013
excessive flatulence,inability to burp,12,0.20753994964731992
gastroenterologist,ues,11,0.14657042612218474
neck,ues,48,0.21818232787077416
abdomen,muscle,32,0.2215327786526863
bad acid reflux,reflux,16,0.23978221335987185
botox injection,study,30,0.16123639767686998
burp,get reflux,36,0.0846869023412969
burp,reflux come,13,0.14999732694785733
carbonated beverage,turn,22,0.1637928575129566
drug,supplement,12,0.35719612620658936
les,low esophageal sphincter,42,0.47382557710826173
supplement,turn,14,0.127044617247822
burp,intense pain,17,0.08707039165084877
indigestion,pressure,13,0.1910682387930791
indigestion,symptom,26,0.16445295442483734
burp,pressure inside,12,0.12067865040320692
air,air be trap,11,0.19991664136772064
air,shortness of breath,33,0.10941676757726074
air vomit,trap air,25,0.15266172828605523
colonoscopy,endoscopy,21,0.3533697703353839
gurgle noise,noise,28,0.32361241002427205
actually vomit,air vomit,39,0.33933734549161715
botox,local anesthesia,43,0.14517006883062228
general anesthesia,local anesthesia,26,0.48881747637266093
air vomit technique,burp,13,0.08664576439502217
