term_a,term_b,count,npmi
air come,gag,63,0.29683613964502414
air come,vomit,66,0.2056007921669912
beer,cure,52,0.13857971320850618
beer,technique,26,0.17664315127292654
beer,turn,72,0.1470853758323075
burp,chest pain,172,0.11123082422388647
burp,force the air,68,0.150734207495319
burp,gag,584,0.10266782187124217
burp,get painful hiccup,11,0.07557481950639398
chest pain,gag,17,0.1549426386037656
chest pain,vomit,27,0.12870133787415364
croak,gag,25,0.13915075902940324
croak,vomit,33,0.08615548292897562
cure,technique,40,0.16643900307255813
cure,turn,82,0.08779556939937898
force the air,vomit,12,0.17326838752087786
gag,vomit,234,0.29028589152135226
technique,turn,70,0.21207601872432258
air,burp normally,59,0.1997850846237887
air,gurgle,643,0.23226147562504515
air,stomach cramp,11,0.1368679928280548
air,trap wind,11,0.1738576482601424
burp,gurgle,2246,0.18972957623898612
burp,stomach cramp,40,0.10632164956075987
burp,trap wind,30,0.11000644206601892
burp normally,gurgle,30,0.11819853928755122
gurgle,stomach cramp,18,0.21311229333630782
gurgle,trap wind,10,0.17499330348897768
burp,burp i mean,12,0.0992353824804838
burp,fear of vomit,166,0.12958264267636907
burp,noise,600,0.16852437109248591
fear of vomit,symptom,26,0.11354879301801023
fear of vomit,vomit,121,0.3920612615479753
noise,symptom,107,0.16041013545306138
noise,vomit,96,0.17752703619232912
symptom,vomit,206,0.11016864124552501
coffee,drink,131,0.31521929759847844
botox surgery,surgery,50,0.29502198732600887
air,gas,272,0.19818924824774342
air come,gas,17,0.07739222751406812
croak,gas,51,0.20661649292089446
endoscopy,hospital,39,0.18707568495137974
endoscopy,procedure,159,0.16982051789627986
gag,gas,68,0.14411201429274825
hospital,procedure,336,0.2577828606420675
croak,gassy,20,0.21601595406876628
croak,noise,33,0.2164429602818336
croak,pain,43,0.12557569693144632
croaking noise,noise,11,0.32992614018206573
drink,lemon,13,0.2450576563476087
drink,supplement,13,0.07507777136391447
noise,pain,113,0.20887691178676474
biopsy,test,19,0.33323143056606164
test,ultrasound,23,0.2957026785170303
air leave,burp,10,0.12560400816302147
burp,mini burp,114,0.14334288875040332
gas,mini burp,10,0.13335072877898513
throat,throat open,27,0.23311350201110764
air,air trap,32,0.2254862099992622
air,get air,39,0.2344762034307694
air,pain,327,0.1604520263455235
air,stomach pain,47,0.16183811589631142
air trap,burp,60,0.10334955663086681
air trap,gag,10,0.2069708774135752
air trap,pain,16,0.18930697323131113
burp,get air,74,0.11163925762378099
burp,stomach pain,173,0.1315356249513157
diagnose with acid,reflux,15,0.447282330041766
gag,pain,100,0.14302819193277114
gag,stomach pain,11,0.11541222382546872
pain,stomach pain,60,0.2657248047508693
bloating,pressure,72,0.16507089743208997
air,burp constantly,14,0.16122234470448785
botox,surgery go,10,0.07002418587780676
burp,burp constantly,56,0.14754007013804432
canadian,cost,23,0.27383201964181336
canadian,cover,17,0.252532593775015
canadian,referral,20,0.28131035319027786
canadian,vancouver,15,0.46699134688132576
cost,cover,216,0.41848055302942977
cost,referral,58,0.18539616976247392
cover,referral,70,0.2401803828470243
flap,swallow,11,0.25308529654542095
flap,throat,25,0.21859547204475774
referral,vancouver,18,0.28838330671550233
swallow,throat,646,0.31568502164965967
acid reflux go,burp,10,0.11160779292785322
burp,nausea,621,0.09937556332505752
burp,stomach acid,155,0.10467509969744407
burp,voluntarily burp,11,0.1448083659734861
cough,gag,110,0.29881877670346735
cough,gas,67,0.17806691862659996
cough,nausea,37,0.11652271578720269
cough,stomach acid,16,0.18552104361900834
gag,nausea,79,0.1928712107687016
gag,puke,69,0.2890265191414183
gag,stomach acid,21,0.19075720971682059
gas,nausea,73,0.14353244756365036
gas,puke,47,0.19227288909353926
gas,stomach acid,21,0.15911399123751108
gas,vomit,135,0.147859411564273
nausea,puke,49,0.2227769797918154
nausea,stomach acid,16,0.14562633656860524
nausea,vomit,235,0.2777455504061982
stomach acid,vomit,25,0.12686953905508422
burp,gurgle come,124,0.15554864616238448
exercise,shaker exercise,150,0.3666426466733907
gurgle,gurgle come,68,0.30577305363738255
gurgle,micro burp,227,0.24084083038636875
gurgle come,micro burp,25,0.29519524684698667
neck,throat,395,0.2526474062144595
approve,gp,20,0.29380518104037084
approve,letter,18,0.42799261465149746
approve,nhs,31,0.3737192326413288
approve,request,17,0.39963841445315934
clinic,gp,22,0.22622883429253696
clinic,nhs,15,0.1863118253118544
clinic,request,17,0.32030948817236937
funding,nhs,26,0.5403929001857146
gp,letter,48,0.4315822618215025
gp,nhs,142,0.47805340825887027
gp,request,22,0.28410779733236385
letter,nhs,26,0.3415745913120026
letter,request,18,0.4047388560504816
nhs,request,12,0.2121547249107761
perform the procedure,treatment,17,0.18146194524983017
botox,dose,370,0.1297654788692448
cost,doctor,150,0.13470884028330052
drug,med,13,0.275861931504786
med,prescription,12,0.3041150451280958
chest,pain,236,0.2794246674672914
air come,amount of air,11,0.2407250182719707
amount of air,burp,163,0.15098891808210854
abdominal pain,burp,44,0.0734096829613553
abdominal pain,gas,10,0.18836709472630453
burp,cause bloating,22,0.06264875101934309
else experience,experience,68,0.17303420012147788
gas,headache,11,0.1288633725469834
consultation,procedure,223,0.23028633803726742
consultation,test,55,0.1874345314974843
consultation,treatment,77,0.20144983219168008
procedure,test,248,0.1344466690187698
procedure,treatment,272,0.10404242146941892
test,treatment,140,0.19868362184823446
burp,release the gas,41,0.11126920293054703
gas,release the gas,13,0.2633136994897429
throat,thumb,16,0.17080385664736614
burp,burp problem,37,0.10556755815940731
burp,discomfort,682,0.14885197989741533
hospital,surgery,152,0.2560667889070763
hospital,test,97,0.2335347751098199
surgery,test,106,0.1374748905835876
burp,uncontrollable burp,112,0.12652495924563054
burp,uncontrolled burp,20,0.11022303046184087
doctor,specialty,16,0.2139285920935287
burp,many symptom,15,0.07217601903957482
burp,hiccup,523,0.13174888329995096
diaphragm,esophagus,63,0.2675029672558018
esophagus,swallow air,26,0.1728363439452267
surgery,undergo,12,0.2360674675606013
diaphragm,flex,11,0.3015233328069661
50 unit,anesthesia,16,0.1559076600907282
50 unit,botox,169,0.13522881348575536
anesthesia,botox,327,0.12609871414309448
burp,burp i think,109,0.15494840804374063
chest,gurgle,271,0.24391206629044188
burp,fullness,52,0.1030447686205467
burp,gas x,69,0.03199564712208092
burp,inability to burp,584,0.13407359642375674
burp,kind of pain,11,0.07142238157657829
burp,small gurgle,17,0.1275417406954906
burp,trap gas,131,0.08767410205362289
chest,fullness,19,0.2989869725391142
chest,inability to burp,62,0.17434267496653474
chest,pressure,206,0.3712965219876045
chest,trap gas,35,0.2588433914942415
fullness,pressure,15,0.28249086074109275
inability to burp,pressure,48,0.15625660667005112
inability to burp,trap gas,20,0.2112343110602306
pressure,trap gas,25,0.2278617747237323
burp,cannot burp,155,0.12003117995048142
cannot burp,gas,27,0.20541159203838252
cannot burp,vomit,26,0.1441802996104479
acid reflux,reflux,176,0.3056163010085603
anesthesia,dr bastian,111,0.1903453224647312
belch reflex,burp,29,0.06434639375438665
botox,dr bastian,915,0.12013564280794835
botox procedure,injection,29,0.06696797643085403
botox procedure,procedure,363,0.22717380693407455
burp,feel the air,162,0.16595897001214024
burp,gurgle happen,27,0.10983820570088874
chest,feel the air,39,0.3119096248079384
chest,gag,80,0.19142329757936355
chest,gurgle come,27,0.2833796665551137
diaphragm,throat,95,0.16494691904072772
dysfunction,retrograde only cricopharyngeus,18,0.6906971910335259
dysfunction,throat,42,0.11710947205299801
eat drink,gaviscon,13,0.31612641840112504
experience,share their experience,11,0.17315589448846663
feel the air,gag,19,0.21840565795959527
feel the air,pain,22,0.15569150326731498
gag,gurgle come,12,0.18406911042261123
gurgle come,pain,13,0.11587403519280322
injection,procedure,242,0.18624161014194932
swallow a lot,throat,41,0.21702658475035275
doctor,referral,295,0.2990399141469493
botox injection,treatment,101,0.22367985577062274
convince a doctor,doctor,10,0.26927783613792045
doctor,local,58,0.20214790658224005
doctor,locally,26,0.24619374621726
doctor,mexico,16,0.2318458351283322
doctor,network,44,0.23562642647043414
burp get,gurgle,20,0.1638934807906393
gurgle,nausea,206,0.19551390581573186
burp,force burp,137,0.14938997397134807
accidental burp,burp,34,0.11230670013650558
burp,unable to burp,252,0.13841591918121188
anesthesiologist,consultation,14,0.27618095069611437
anesthesiologist,operation,10,0.33075651676720297
anesthesiologist,procedure,83,0.29605341993932766
anesthesiologist,surgery center,13,0.4536100740523988
anesthesiologist,surgical,10,0.47459624933510025
botox,office,496,0.108671845947448
consultation,operation,16,0.21182819321923627
consultation,surgery center,12,0.2590692764594109
discomfort,frog,11,0.14053092081104132
discomfort,pain,164,0.23793902788025126
discomfort,symptom,173,0.20573659988466095
doctor,ohio,15,0.21290481407134892
dr bastian,office,315,0.3010419074614627
frog,pain,20,0.12694428046636788
frog,symptom,25,0.12345464209304371
operation,procedure,47,0.10949199445983326
pain,symptom,292,0.17802168655904677
procedure,surgery center,65,0.2595108627638465
procedure,surgical,23,0.17603204374973042
swallow difficult,throat,10,0.1582784442308758
burp,gurgle even,13,0.11899099438450444
gag,gurgle,147,0.14912853480532876
botox procedure,hospital,67,0.18941343422210058
gas,gas come,24,0.33342154634371585
gas,gurgle sound,14,0.21492475901510674
cover,cover the cost,10,0.36902310908974956
cover,insurance,386,0.5888071475610953
cover,insurance company,54,0.4723585138818751
cover,medical insurance,10,0.3566775723159798
cpd,formally diagnose,12,0.29336681118294833
insurance,insurance company,42,0.4249922707882601
insurance,referral,90,0.28073094332945747
insurance company,referral,15,0.2714902175822177
dr bastian,general anesthesia,76,0.21853969897508643
dr bastian,local anesthetic,11,0.22010953688422874
air,discomfort,166,0.16272555843188127
croak,discomfort,24,0.14238832913721974
burp,terrified of vomit,17,0.08707039165084877
open my throat,throat,33,0.19440377612579107
tension,throat,76,0.21845111344127516
terrified of vomit,vomit,16,0.3231140087086809
burp,due to gas,10,0.049273022666666944
croak,hiccup,30,0.1973972920037055
hiccup,noise,52,0.2181598816450316
burp,frog,122,0.09850349268682601
croak,frog,27,0.34798932258404824
burp,gas come,55,0.131610948414473
burp,vomit burp,14,0.09144380490576459
carbonated beverage,drink,75,0.30048493497159195
croak,inability to burp,20,0.12984819094964786
croak,puke,18,0.18755178693349522
drink,seltzer,66,0.3182293969033029
drink,seltzer water,23,0.285414939057409
inability to burp,puke,18,0.1147539032699484
burp,croaking,213,0.13764740001192638
beer,carbonation,73,0.3344198101620587
beer,drink,398,0.413898489952873
carbonation,drink,177,0.31747086378398154
chest,chest pain,49,0.29470196547075206
actually vomit,gurgle,12,0.08048962397978868
actually vomit,nausea,13,0.20195698919715455
famotidine,gaviscon,11,0.3655790132445622
famotidine,medication,17,0.3214965468685239
famotidine,omeprazole,26,0.4529908767108657
gaviscon,medication,20,0.2765025886737206
gaviscon,omeprazole,26,0.38160526238256903
gaviscon,zofran,10,0.3475028837215794
medication,omeprazole,25,0.26033926128932716
medication,zofran,14,0.28902405468965714
throat,throat it feel,11,0.22136889500845178
actually vomit,burp,49,0.04033008111956247
actually vomit,symptom,14,0.11129714715012298
anxiety,rcpd symptom,22,0.1816910561841388
bloating pain,burp,25,0.10232508240367656
bloating pain,pain,10,0.2310377670472953
bloating pain,symptom,10,0.20152518503855907
burp,excessive gas,36,0.10882037796516694
burp,feel like air,44,0.13826880410450684
burp,gurgle croaking,17,0.09019704714529812
burp,pain killer,12,0.06609284908837766
burp,symptom would,14,0.095395064465165
cover,doctor,144,0.1560709159978079
croak,gurgle,80,0.16581446003857297
croak,micro burp,18,0.10732736645565062
croak,nausea,15,0.06608494226154905
croak,symptom,41,0.0843464938464957
excessive gas,gas,13,0.27671048958974875
excessive gas,symptom,11,0.17677309101230976
gas,micro burp,52,0.11653742862778556
gas,pain,185,0.20716432697901904
gurgle,pain,291,0.15840395457246226
micro burp,nausea,36,0.09017822720160694
micro burp,symptom,86,0.09367604321903628
nausea,pain,120,0.1604390665412347
nausea,symptom,201,0.20891197509747025
pain,pain killer,10,0.28030162797872843
study,visit,35,0.2546967915331066
air,air vomit,322,0.2308628183508804
air,cough,190,0.2171162380775862
air vomit,cough,102,0.24611847445461965
cure,shaker exercise,79,0.21198523030123353
burp,dinosaur noise,21,0.11006369971845273
burp,gurgle noise,137,0.151320200409139
burp,fear of throw,70,0.13787362469317416
burp,gurgle sound,83,0.14423491800604946
cpd,silent reflux,26,0.13707282653386185
esophagus,throat,432,0.21395987661324786
manometry,visit,11,0.1830344461127787
air vomit,burp,707,0.08911723784098202
air vomit,discomfort,42,0.08481456808480613
air vomit,nausea,67,0.13018033829770892
air vomit,reflex,36,0.21764313003022795
air vomit,trigger my gag,22,0.318469223692297
burp,reflex,217,0.14092225866535654
burp,trigger my gag,44,0.09892165655378979
discomfort,nausea,77,0.19873415266561062
discomfort,reflex,11,0.10258157120507373
nausea,reflex,12,0.09572416972267808
reflex,trigger my gag,83,0.7726386448313819
bill,hospital,37,0.32379811296016986
bill,procedure,83,0.22741009275298044
bill,treatment,14,0.10870894379821418
botox injection,hospital,51,0.20560607646641912
botox injection,procedure,168,0.153830386824115
botox injection,test,76,0.21654959690925094
cost,letter,17,0.2059769194930041
experience,similar experience,47,0.13572195866095688
hospital,treatment,90,0.1808573183862553
bloating etc.,burp,28,0.1326927224006751
burp,burp gurgle,25,0.09993423114408753
burp,burp whenever,79,0.17652393132137614
gurgle and bloating,symptom,12,0.18461701381759804
alcohol,beer,102,0.3723596684318979
alcohol,cider,11,0.3331349406431382
alcohol,cure,24,0.07509963676397058
alcohol,drink beer,17,0.2666203290815257
alcohol,drink water,22,0.2188863416418137
alcohol,turn,37,0.09443958576034998
american,doctor,17,0.15893351395726632
barium swallow,throat,46,0.10116703843871118
beer,cider,11,0.2981670940101535
beer,drink beer,61,0.4331995370628239
beer,drink water,14,0.12314627114838946
beer,soda,67,0.3273266108810366
bill,injection,12,0.1600460515411075
bill,surgery,41,0.24221483453706544
botox,initial appointment,24,0.05239134715218252
burp,get the gas,35,0.0659833545061224
burp,sound burp,37,0.1548210943869288
cider,drink,35,0.32322645794256194
colonoscopy,procedure,14,0.06229308075359674
colonoscopy,surgery,13,0.16008015080983753
cough,croaking,10,0.11271400036521348
cough,noise,34,0.15500013492467074
cp muscle,throat,29,0.15468462973215466
croaking,noise,35,0.2872504430937053
cure,drink,131,0.10372198629598234
cure,drink beer,19,0.1790249510712629
cure,drug,14,0.13176386879502053
cure,soda,20,0.07925679196678118
doc,doctor,117,0.1719468594710689
doc,network,13,0.2644644378014954
doc,request,10,0.17786941914225138
doctor,request,48,0.18709369625514732
dr bastian,initial appointment,14,0.17274520444420827
drink,drink beer,76,0.3027778435455968
drink,drink water,105,0.2578142897649082
drink,drug,16,0.07072335486802746
drink beer,soda,22,0.3305326216618903
drink beer,turn,17,0.1304895551232436
drink water,soda,11,0.1540838850257556
drink water,turn,38,0.15059694334300416
drug,turn,19,0.13619804070677674
hospital,injection,61,0.20569540189665353
hospital,scan,17,0.32412857397766426
hospital,scope,26,0.18494323006213495
initial appointment,office,14,0.24024764664452414
injection,scope,32,0.20932143039300954
injection,surgery,78,0.13854353628866264
procedure,scan,14,0.10224551885686371
procedure,scope,143,0.2190830644903566
procedure,surgery,395,0.15620929098853523
scan,surgery,12,0.18945208186038356
scope,surgery,78,0.2520868186770744
soda,turn,52,0.1711336127005532
muscle,throat,448,0.25903345935133626
cpd,gerd,159,0.22478237759437927
lpr,reflux,28,0.34393020009051756
burp,projectile vomit,39,0.12332066396263804
bloating,inability to burp,60,0.15403202728807525
burp,burp thing,73,0.10610573487072963
burp thing,vomit,12,0.12852584117299
doctor,ent,271,0.2362023585727722
doctor,specialist,154,0.21042990323528327
ent,specialist,77,0.25733170118818705
hospital,study,47,0.20477234651360232
hospital,surgical,12,0.28503001769643105
inability to burp,vomit,112,0.18097193324658756
medication,medicine,21,0.21809338324797573
study,surgery,43,0.09263438859969932
study,treatment,95,0.22599353311911952
surgery,surgical,16,0.23768455721959486
surgery,treatment,90,0.07203330203472118
air vomit,chest,60,0.11075519528659897
air vomit,gurgle,175,0.13685399219899066
air vomit,pain,96,0.09782982365923014
air vomit,stomach acid,18,0.13871911674012014
america,cost,11,0.24281635119432926
america,doctor,22,0.20088081159944937
anthem,cover,10,0.3657977494991835
botox procedure,colonoscopy,10,0.18266423584116218
botox procedure,study,41,0.15017605699706849
botox procedure,surgery,92,0.13177769105650086
botox procedure,test,82,0.16811006581063737
burp,ever vomit,14,0.08763121500566598
burp,increase pressure,11,0.0891089982062904
chest,much gas,20,0.25091314689466476
chest,stomach acid,18,0.15781560513310017
colonoscopy,test,25,0.2944712930837015
cost,usa,11,0.22422867724707013
cpd,fear,100,0.10830237179730577
cpd,gastric sleeve,12,0.21665989104860453
cpd,heartburn,54,0.09376332755677866
cpd,hiatal hernia,105,0.22827131927872513
cure,omeprazole,10,0.039371468333773856
doctor,doctor ask,10,0.230332061611341
doctor,doctor tell,36,0.18086377894123162
doctor,michael,13,0.16415802139704017
doctor,usa,19,0.1613673110046966
esophagus,gastroenterologist,38,0.18607216431425788
esophagus,gi,32,0.1537212277482137
esophagus,upper endoscopy,17,0.24917416770005593
fear,gerd,20,0.10838908494219641
fear,hiatal hernia,10,0.08375962027613046
gastric sleeve,hiatal hernia,10,0.43635260400795667
gerd,heartburn,54,0.3209698396952803
gerd,hiatal hernia,58,0.36389439524977385
gi,upper endoscopy,10,0.32505024359090273
gurgle,much gas,20,0.1362237289112848
gurgle,pass gas,22,0.14101928064469052
gurgle,stomach acid,38,0.13958823029047443
heartburn,hiatal hernia,23,0.252738177195118
much gas,pain,18,0.16737046547793843
omeprazole,ppi,17,0.3035036349437436
pain,pass gas,30,0.2301523779251319
pain,stomach acid,25,0.13047493031669744
procedure,procedure cost,12,0.17320006430368706
procedure,study,114,0.10379352406522425
study,test,102,0.27885982608052323
air escape,chest,10,0.23328425591672067
air escape,gurgle,21,0.22195492811346604
gurgle,puke,56,0.11056714093175075
burp,frog noise,87,0.12976239185575114
chest,frog noise,16,0.23351920110691343
chest,trap wind,11,0.29428009659808074
alcohol,drink alcohol,36,0.38405931956798306
alcohol,famotidine,14,0.2900401797911594
alcohol,medicine,10,0.11991243314914618
air vomit,excessive flatulence,11,0.14832607741766027
air vomit,gas,94,0.15618363416948108
air vomit,gurgle noise,12,0.13846109910599189
air vomit,symptom,102,0.06804235948558551
alcohol,medication,24,0.18511770692705756
burp,excessive flatulence,95,0.11986742479648936
burp,loud gurgle noise,15,0.1311790107462509
burp,relieve the bloating,18,0.14901915125148113
burp,similar symptom,53,0.09436503118021061
drink,drink coffee,24,0.2613092102730093
drink,medication,48,0.08430146410621629
drink,technique,69,0.1573942240126005
excessive flatulence,gas,18,0.2119306268911505
excessive flatulence,symptom,62,0.3114926114088734
gas,gurgle noise,15,0.1666986734606091
gurgle noise,symptom,38,0.20982039617691153
similar symptom,symptom,21,0.20158013487235027
administer,anesthesia,10,0.27701073796025844
cpd,misdiagnose,39,0.21596336594460483
acid,acid reflux,126,0.37284383443149227
acid,cpd,70,0.11736274579778515
acid,heartburn,56,0.35129193026440525
acid reflux,cpd,179,0.1487497649802117
acid reflux,heartburn,72,0.28513432953760326
esophageal sphincter,throat,23,0.16443297435313597
stomach acid,symptom,36,0.14629337454506347
chest,excess gas,12,0.20801327422600668
burp,release air,128,0.15786210859076008
gag,release air,23,0.27018064551688065
force the air,pressure,11,0.2475406938004544
muscle,relax your throat,12,0.2950432581573741
muscle,throat gurgle,13,0.09441788578200812
relax your throat,throat,21,0.20889948773733347
throat,throat gurgle,99,0.19640239073181787
burp,usually burp,26,0.13457296142441286
beer,chugg,32,0.37718139493285824
bloating and stomach,pain,11,0.3666069203067511
burp,chest gurgle,16,0.09629019275438096
audible burp,burp,20,0.11349942512411071
beer,carbonated beverage,24,0.2789113786705222
cure,eat or drink,21,0.08201584769875392
beer,carbonated,48,0.38913850734807914
bloating,gas,130,0.21739289494376912
bloating,nausea,96,0.19318073226805543
actual burp,burp,119,0.1480842995518127
burp,indigestion,98,0.10777275259688204
burp,gurgle bad,17,0.03037440220254733
gurgle,gurgle bad,17,0.23453589715860873
throat,throat and chest,18,0.20436000315583122
burp,burp also,66,0.1279844148320833
gerd,noburp,48,0.16141908321889267
burp,burp actually,16,0.11152086894422389
burp,relieve pressure,26,0.10736105831146746
throat,throat muscle,57,0.19847425004965888
anxiety,anxiety disorder,11,0.320443216686827
bloating,feeling,15,0.15474794722165325
bloating,trap gas,20,0.16578261966477245
chest,feeling,21,0.21241813237355467
self,teach,26,0.23532392671645339
self,turn,36,0.14172979654364667
teach,turn,54,0.14056778539796494
inability to burp,much gas,10,0.18972011402692296
inability to burp,pain,101,0.1683829525538362
burp,burp loud,16,0.12000560166125852
burp,cant burp,59,0.0675728856291617
burp,expel the air,14,0.10375670175081794
bloat,burp,271,0.11618363813835583
bloat,chest pain,11,0.20027702622318683
burp,increase flatulence,16,0.13922755950375332
burp,trap air,181,0.09225524250202623
bloat,gas,41,0.18742485813862572
teach,technique,43,0.284387244932444
bloating and gas,burp,19,0.08881779415383126
burp,burp i feel,52,0.14148695100516756
antacid,medication,22,0.25946039966127277
burp,stop burp,110,0.14285282554645218
drink,drink alcohol,74,0.30077549677613924
drink,drink anything carbonated,12,0.18947431987487126
drink,soft drink,17,0.30135966039291867
burp,burp properly,83,0.14120797735116655
muscle,sphincter,32,0.2215327786526863
burp,burp contest,16,0.150261472022562
burp,burp get,82,0.13737021521091308
burp get,gas,11,0.17996818200907744
air,chest,321,0.2583902198137213
actually burp,burp,138,0.13658483214669048
build up pressure,burp,11,0.0635763040901702
air,noise,224,0.25644090091129434
burp,croaking and gurgle,11,0.11035472629856262
procedure,procedure go,23,0.1910030367173258
sphincter muscle,throat,12,0.19550565888134977
burp,every symptom,32,0.08153493763625169
emetophobia,fear,153,0.3880691235104327
fear,irrational fear,11,0.39149749967320735
air come,chest,51,0.24812159353591307
air come,pressure,32,0.197346338377906
burp,get hiccup,51,0.07095584343239994
cough,hiccup,38,0.16519117651918705
get hiccup,hiccup,46,0.46262884125191445
burp,burp or vomit,17,0.1001430047620177
burp or vomit,vomit,10,0.2702778409609921
fear of vomit,gag reflex,12,0.27511554780264647
projectile vomit,vomit,18,0.2728171209126626
burp,reduce gas,10,0.02094229416404089
air,bloat,79,0.1617935658065061
air,gag reflex,60,0.1764177161650904
bloat,noise,26,0.19516353425185073
bloat,vomit,32,0.0949775932257621
gag reflex,noise,10,0.12084276787831301
kiss,throat,11,0.1571951179654675
muscle,throat muscle,40,0.32824785406028273
air,extra air,29,0.24239649223060689
air,feel the air,86,0.29837857148046776
air,vomit air,30,0.22095299276968705
chest,noise,96,0.2664477401256319
chest,vomit air,10,0.19957717377723802
feel the air,noise,17,0.2398648982654233
gurgle,gurgle sometimes,14,0.261017035431606
gurgle,noise,180,0.23357609447299768
actual burp,gas,13,0.1637194278279059
actual burp,gurgle,38,0.21254019707400681
actual burp,noise,15,0.24842691891611965
gas,noise,88,0.22880755909822525
reflex,vomit,75,0.2731128842027562
beer,mix drink,16,0.40672318846904687
burp,gargle,101,0.12491673641705246
burp,stomach gurgle,32,0.1004674601614751
fear,noburp,50,0.1327103407725713
fear of vomit,puke,18,0.2707212950379936
gargle,vomit,11,0.09450461697149809
abdomino phrenic dyssynergia,muscle,12,0.30853875226951366
carbonation,shaker exercise,14,0.10286843246612225
contraction,diaphragm,11,0.3976358190252158
contraction,muscle,12,0.27525930919337915
diaphragm,muscle,33,0.1950060514955406
discomfort,pressure,93,0.247551301655156
discomfort,unable to burp,22,0.16860279943597406
pressure,unable to burp,20,0.1526743701283323
air,air bubble,82,0.2755109493733311
air,force air,22,0.21574964116812925
air,release the air,40,0.2551591942381109
air,suck air,10,0.23289501292027825
air bubble,burp,141,0.12678330420709252
burp,force air,44,0.10729017076024472
burp,release the air,74,0.12986433419961388
burp,suck air,20,0.13544443315095492
contract,throat,44,0.16350670188195887
lower,throat,46,0.1786542662664866
air,inability to burp,102,0.09776011154373954
air,release gas,23,0.17809387017901346
air,relieve the pressure,20,0.18674154831818943
burp,painful bloating,47,0.11213762045022226
burp,release gas,70,0.12469542960438698
