term_a,term_b,count,npmi
drink,lemonade,28,0.29308223761853225
drink,stop drink,29,0.2923840953143216
air,air come,160,0.2909145345318878
gag,vomit,234,0.29028589152135226
referral,request,29,0.29026855787390066
muscle,upper esophageal sphincter,37,0.290162624780465
gag reflex,vomit,81,0.28962339768079726
cpd,treat be cpd,77,0.2894497365720069
gag,puke,69,0.2890265191414183
100 unit,round,45,0.28870291458284275
country,specialist,44,0.2884038596306211
dysfunction,muscle,39,0.28825370343697737
croaking,noise,35,0.2872504430937053
bloat,bloating,74,0.286819798845725
air,bubble of air,32,0.28646294962500707
acid reflux,heartburn,72,0.28513432953760326
eat and drink,eat or drink,26,0.28455006694534707
surgery,surgery center,35,0.2844057281618258
teach,technique,43,0.284387244932444
ent,kaiser,28,0.2842429483118014
bloating,pass gas,29,0.2839004861184418
chest,gurgle come,27,0.2833796665551137
private,referral,31,0.283259449806373
head turn,turn,31,0.2826437264010646
swallow,swallow pill,29,0.28178863450493863
anesthesia,in office procedure,36,0.28155110971266695
swallow,swallow test,27,0.2814327447846492
inability to burp,unable to burp,44,0.2811919565122275
rcpd,rcpd symptom,76,0.28117178438895163
swallow,swallow issue,31,0.2810484654384942
gas,gassy,74,0.28086568055125116
insurance,referral,90,0.28073094332945747
bloating,excessive flatulence,28,0.28050709086073067
city,ent,28,0.2804611362226282
throat,try to swallow,63,0.27978752054354733
chest,pain,236,0.2794246674672914
gag,reflex,43,0.2793463113614054
drink,tea,70,0.2792792853387923
study,test,102,0.27885982608052323
puke,vomit,117,0.2780248041380782
cost,nhs,74,0.2777554428078839
nausea,vomit,235,0.2777455504061982
consultation,hospital,70,0.2776401287289766
botox treatment,treatment,143,0.27755953348155066
50,dose,70,0.2773440176130882
ent,see a ent,36,0.2772839697252094
air,pressure,310,0.27681211632974057
beverage,drink,54,0.27675142915928097
actually throw,air vomit,25,0.2760408303683381
barium swallow,esophagus,51,0.27582820405655306
beer,carbonated drink,40,0.275706394354554
air,air bubble,82,0.2755109493733311
dose,second round,41,0.2750139603899783
general anaesthetic,office,34,0.274335819919369
drink,start drink,32,0.27397858153763915
abdominal pain,pain,27,0.27392199032417835
reflex,vomit,75,0.2731128842027562
doctor,find a ent,40,0.2727039257327521
feel the gurgle,gurgle,39,0.27209965619974097
cpd,disease,69,0.27143746568520255
anxiety,emetophobia,132,0.27091528518193786
difficulty swallow,swallow,32,0.270890430914109
throat,throat feel like,32,0.2696827443600211
drink,fizzy water,58,0.2690314022996361
acid reflux,gerd,82,0.2681247740468182
gas,pass gas,27,0.2675298934503699
diaphragm,esophagus,63,0.2675029672558018
swallow,trouble swallow,34,0.26721310812677085
chest,shortness of breath,38,0.26710693628839194
cricopharyngeus muscle,esophagus,27,0.26695684306035894
map,referral,34,0.2667630605703795
chest,noise,96,0.2664477401256319
pain,stomach pain,60,0.2657248047508693
air,force the air,35,0.2656612995551071
air,burp sound,36,0.26522956877458354
cost,healthcare,25,0.26490499606718776
esophagus,swallow,191,0.26485338968029515
bloating,flatulence,57,0.26426059335209184
constipation,ibs,28,0.263703666243992
gas pain,pain,29,0.26367475027638465
cough,micro burp,84,0.2636157826127208
air bubble,chest,31,0.26322512066878556
hiatal hernia,reflux,55,0.26297054770237605
chest pain,pain,65,0.26206296488110287
heartburn,reflux,66,0.26174154941214983
larynx,muscle,38,0.2613913985644993
scope,test,60,0.2613672768680551
flatulence,gas,58,0.2608954005269006
drink,milk,43,0.2606599278751972
regurgitation,vomit,151,0.26061991615797964
medication,omeprazole,25,0.26033926128932716
chugg,drink,41,0.25988516202711637
procedure,surgery center,65,0.2595108627638465
consultation,scope,33,0.2593628801640521
anaesthetic,office,27,0.25934043752679475
eat or drink,soda,29,0.2592733745477347
air vomit,vomit,250,0.25912497723618594
muscle,throat,448,0.25903345935133626
chest,trap gas,35,0.2588433914942415
air,chest,321,0.2583902198137213
gas,gas x,32,0.25810067248347873
drink,drink water,105,0.2578142897649082
hospital,procedure,336,0.2577828606420675
inability to burp,symptom,211,0.25761456235171754
ent,specialist,77,0.25733170118818705
air,air be come,28,0.2572364575595662
actual burp,air,56,0.2569858619633486
gas,pressure,130,0.25685179570883077
cover,private,27,0.2565456432349867
air,noise,224,0.25644090091129434
hospital,surgery,152,0.2560667889070763
air,release the air,40,0.2551591942381109
throat,uvula,47,0.25510583061059183
throat,throat hurt,42,0.25481771241969065
neck,throat feel,28,0.2548058229895922
chest,trap air,44,0.25473254078188085
study,visit,35,0.2546967915331066
slow swallow,throat feel,40,0.2545445533589998
main symptom,symptom,40,0.2543716856712362
alcohol,soda,33,0.2542773815885559
dysfunction,esophagus,37,0.253959528337058
jaw,muscle,34,0.2535396143905289
50,50 unit,29,0.2533193191652157
amount of air,discomfort,25,0.25327456375262064
cricopharyngeus,muscle,25,0.25318307783428795
neck,throat,395,0.2526474062144595
scope,surgery,78,0.2520868186770744
vomit,vomit air,25,0.25197919267169955
cricopharyngeal muscle,esophagus,26,0.25046908036115484
larynx,neck,32,0.24996802017682632
doctor,local doctor,29,0.24996249028863463
50 unit,round,29,0.24956197950967948
air come,chest,51,0.24812159353591307
flatulence,symptom,96,0.24780530211359345
discomfort,pressure,93,0.247551301655156
doctor,new doctor,27,0.24749237528366283
fear of vomit,nausea,31,0.24666314515101384
doctor,locally,26,0.24619374621726
air vomit,cough,102,0.24611847445461965
swallow,swallow air,41,0.24568572960443286
cure,self,56,0.2454186147108153
dose,round,59,0.24512255276569275
doctor,specialize,34,0.2446832973352028
slow swallow,swallow,188,0.24454935907469758
anxiety,phobia,47,0.244362403586838
air,gag,274,0.2442878498717146
post procedure,procedure,65,0.24424202283310342
air,feel the pressure,32,0.2440462860704971
chest,gurgle,271,0.24391206629044188
doctor,pcp,59,0.24376817289117192
throat,throat like,58,0.24342882395683074
air,release air,52,0.24323777130939048
beer,eat and drink,30,0.2429870846809117
hospital,visit,40,0.24272488713708248
air,extra air,29,0.24239649223060689
larynx,swallow,38,0.24232332480528057
bill,surgery,41,0.24221483453706544
cough,reflex,27,0.24201883558776704
gurgle,still gurgle,33,0.2418651955921563
fee,procedure,57,0.24152890000809402
air come,air vomit,56,0.2411842977327848
gurgle,micro burp,227,0.24084083038636875
air come,noise,34,0.24020455005491917
cover,referral,70,0.2401803828470243
shaker exercise,technique,38,0.2398899685257988
air,release of air,28,0.23974766777871362
chest,hiccup,85,0.23956221859060778
prep,procedure,41,0.2395298666976054
esophagus,muscle,147,0.23935587309230924
problem swallow,throat,26,0.2389739068111493
pressure,trap air,35,0.2389548192479264
difficult to swallow,throat,27,0.23864191134655657
doctor,list of doctor,46,0.23820135339439122
discomfort,pain,164,0.23793902788025126
airway,throat,58,0.23771719574892827
gas,stomach pain,35,0.23759474923556664
get gurgle,gurgle,55,0.2373916069698592
ent,map,35,0.23717526269968528
actually throw,vomit,28,0.23707258322959326
gurgle,gurgle start,28,0.23677057860289002
massage,muscle,28,0.23647160515994928
acid reflux,hiatal hernia,44,0.23634056629493816
doctor,ent,271,0.2362023585727722
doctor,network,44,0.23562642647043414
abdominal pain,symptom,26,0.2355244197122622
cannot burp,symptom,60,0.23533616944304805
self,teach,26,0.23532392671645339
doc,referral,51,0.23509083789147434
air,trap air,97,0.23471105856671598
cpd,syndrome,50,0.23451613250958858
air,get air,39,0.2344762034307694
cpd,disorder,138,0.23439210700106833
flatulence,inability to burp,34,0.23406819189963546
gurgle,noise,180,0.23357609447299768
hospital,test,97,0.2335347751098199
dose,ga,37,0.23344615968349292
chest,discomfort,97,0.23326529434921447
throat,throat open,27,0.23311350201110764
throat,throat pain,36,0.23269367845948843
relax my throat,throat,39,0.23227050708647548
air,gurgle,643,0.23226147562504515
slow swallow,throat,516,0.23210885544836773
dr bastian,myotomy,42,0.2319009880684135
shaker exercise,teach,44,0.23178517460888629
surgery,visit,71,0.23137296772696045
esophagus,larynx,37,0.23124913604380218
cpd,hernia,73,0.23098561640048973
air,air vomit,322,0.2308628183508804
different doctor,doctor,37,0.23036193245396674
consultation,procedure,223,0.23028633803726742
pain,pass gas,30,0.2301523779251319
gassy,noise,33,0.22969605975871601
sparkling water,turn,36,0.229016386978574
clinic,cost,35,0.22895892574488172
gas,noise,88,0.22880755909822525
cover,gp,51,0.2287782232817615
discomfort,inability to burp,75,0.22875119784686865
cpd,hiatal hernia,105,0.22827131927872513
pressure,trap gas,25,0.2278617747237323
gerd,ibs,34,0.22770749770851348
hernia,reflux,30,0.22760493951933586
bill,procedure,83,0.22741009275298044
consultation,injection,53,0.22718062720317825
botox procedure,procedure,363,0.22717380693407455
flatulence,nausea,40,0.22709203420604368
air,excess air,30,0.2270290125620289
pain,stomach ache,30,0.22702669749063584
air,gurgle come,46,0.22677877384463568
alcohol,fizzy drink,25,0.2267035605852052
flatulence,gurgle,93,0.22638242719035484
flex,throat,58,0.22627131152885027
study,treatment,95,0.22599353311911952
shortness of breath,symptom,60,0.22594638309440254
air,air trap,32,0.2254862099992622
drink,drink carbonated drink,34,0.225062790461132
difficulty swallow,throat,69,0.22493276882548566
pain,trap gas,46,0.2248915538985479
cpd,gerd,159,0.22478237759437927
chest,gas,123,0.22471672230085796
consultation,endoscopy,38,0.2245886146316286
sphincter,swallow,37,0.22406926156616094
botox injection,treatment,101,0.22367985577062274
beer,fizzy drink,32,0.22342627720684782
experience,person experience,26,0.22316526794497088
initial consult,procedure,28,0.22307914432459863
cpd,self diagnose,36,0.2230763383081242
nausea,puke,49,0.2227769797918154
muscle,sphincter,32,0.2215327786526863
abdomen,muscle,32,0.2215327786526863
stomach pain,symptom,57,0.22130352945931084
scope,study,27,0.22119841402460724
air,vomit air,30,0.22095299276968705
bloating,stomach pain,30,0.2207030817304998
diarrhea,symptom,29,0.2204077348870911
muscle,swallow,126,0.22037253894250375
release air,vomit,30,0.2202981202396926
throat,tightening,31,0.2200794627594595
chest pain,gurgle,69,0.2195880021795226
doc,ent,58,0.21927582597793185
procedure,scope,143,0.2190830644903566
swallow,upper esophageal sphincter,26,0.21891522155911294
flap,throat,25,0.21859547204475774
dr bastian,general anesthesia,76,0.21853969897508643
tension,throat,76,0.21845111344127516
croaking,discomfort,27,0.21841413844632224
neck,ues,48,0.21818232787077416
doctor,letter,51,0.21816497192752687
swallow food,throat,38,0.21816067603691947
hiccup,noise,52,0.2181598816450316
mouth open,throat,30,0.218127811341822
diaphragm,neck,35,0.2180987634350632
discomfort,flatulence,33,0.21799279347759823
drink,eat and drink,73,0.2178913547113631
jaw,throat,90,0.21780450466127405
air vomit,reflex,36,0.21764313003022795
bloating,gas,130,0.21739289494376912
air,cough,190,0.2171162380775862
swallow a lot,throat,41,0.21702658475035275
botox injection,test,76,0.21654959690925094
croak,noise,33,0.2164429602818336
air,croaking,79,0.21637599107005412
botox procedure,consultation,60,0.2161788285689499
cpd,misdiagnose,39,0.21596336594460483
cover,nhs,43,0.21582715897689145
air come,cough,30,0.21559174774193818
doctor,see a ent,63,0.21547227706024866
slow swallow start,throat,28,0.21546379866378107
air,croak,120,0.21541765421734965
initial consultation,procedure,43,0.21509193322194237
country,referral,33,0.21508531438530198
endoscopy,visit,25,0.21502631312671588
covid test,procedure,32,0.21468805453144268
city,doctor,47,0.2144617346423871
gurgle,mini burp,38,0.2144394920631242
doctor,healthcare,48,0.21430885351388215
air,reflex,78,0.21430618180068034
doctor,vancouver,35,0.21406534631788143
esophagus,throat,432,0.21395987661324786
doctor,ent doctor,31,0.21385668107561456
gurgle,gurgle noise,43,0.21384846009884032
air,feel the gurgle,29,0.21315613370093303
cough,puke,34,0.2125555028981388
actual burp,gurgle,38,0.21254019707400681
50 unit,office,39,0.2124516155763854
noise,pressure,61,0.21239763807720113
unable to burp,vomit,60,0.21239164921102321
feel the air,gurgle,46,0.2123233524187567
technique,turn,70,0.21207601872432258
cure,shaker exercise,79,0.21198523030123353
gurgle,release the air,27,0.211798557831387
barium swallow,swallow,32,0.21177288861417032
endoscopy,study,37,0.21169498955588104
nausea,stomach pain,25,0.21167314070990775
bloating,discomfort,94,0.2116729057303345
gag,noise,63,0.21163167389087809
exercise,technique,43,0.2114706870362948
drink,drink soda,36,0.2111151848718543
throat,trouble swallow,69,0.21078761695844958
perform the procedure,procedure,52,0.21046889736610386
doctor,specialist,154,0.21042990323528327
air,force burp,47,0.21033164592644377
air,loud burp,32,0.21026507353128143
botox,myotomy,145,0.2102629002596111
colleague,doctor,30,0.21002917971260512
air vomit,puke,53,0.2099708246876197
gurgle noise,symptom,38,0.20982039617691153
ent,surgeon,32,0.2097871894481612
botox,cc,36,0.2096079959171846
swallow,ues,57,0.2094399452954495
injection,scope,32,0.20932143039300954
muscle,ues,50,0.20918688161279747
nausea,symptom,201,0.20891197509747025
clinic,cover,26,0.20890531724749103
noise,pain,113,0.20887691178676474
chest,stomach pain,25,0.20868066035612257
esophagus,gastro,26,0.20867793580806646
doctor,family doctor,31,0.20864774704740055
rcpd,self diagnose,28,0.20826454414545498
air,stomach acid,67,0.208130145534376
test,visit,44,0.2079474150849536
country,insurance,33,0.20730400235911717
gas,unable to burp,39,0.20724490470267481
gas,pain,185,0.20716432697901904
bloating,croaking,32,0.20674142119902938
croak,gas,51,0.20661649292089446
pain,pressure,141,0.206521186383768
neck,swallow,105,0.2062641012108443
air,burp,2631,0.20624053621864094
gas,trap gas,28,0.20621017915478995
excessive flatulence,pain,25,0.20602151944884062
bad symptom,symptom,32,0.20601911554813604
symptom,tightness,40,0.20589228519847516
cricoid massage,throat,38,0.20575652475098344
discomfort,symptom,173,0.20573659988466095
hospital,injection,61,0.20569540189665353
botox injection,hospital,51,0.20560607646641912
air come,vomit,66,0.2056007921669912
nausea,trap air,31,0.2055476288690942
maneuver,throat,25,0.20551658883207083
cannot burp,gas,27,0.20541159203838252
botox injection,scope,26,0.20513602769885014
doctor,kaiser,43,0.20507824355400814
discomfort,gas,94,0.2050730352710667
headache,pain,29,0.20498989077541718
get burp,gurgle,37,0.2049121624946982
hospital,study,47,0.20477234651360232
treatment,visit,55,0.20477122959893027
throat,valve,41,0.20476276024323134
gag,pressure,76,0.20410378948761135
larynx,throat,88,0.20390711155041447
air,burp sometimes,38,0.203374065763257
doctor,insurance,190,0.20254923219949153
doctor,local,58,0.20214790658224005
air,gurgle noise,44,0.20208392849266696
throat,throat nausea,67,0.2019186135900032
air come,hiccup,27,0.2015093146247543
consultation,treatment,77,0.20144983219168008
jaw,swallow,27,0.20142548340010433
stomach muscle,throat,30,0.20108262260795978
testing,treatment,38,0.20051097386610905
exercise,teach,49,0.20029696384104798
chest,flatulence,34,0.20001014684086013
california,doctor,29,0.19998335279157484
country,cover,31,0.19998086519094008
air,burp normally,59,0.1997850846237887
gurgle,pressure,189,0.19969429480094936
pain,stomach issue,31,0.19947335658274487
doctor,doctor say,66,0.1988991112702409
discomfort,nausea,77,0.19873415266561062
test,treatment,140,0.19868362184823446
gurgle,release air,35,0.19865678451562607
nhs,specialist,30,0.19861040965706778
cure,exercise,100,0.19854798778697125
throat,throat muscle,57,0.19847425004965888
cost,country,36,0.19832049753586395
air,gas,272,0.19818924824774342
gerd,reflux,56,0.19766526378595423
dose,office,76,0.19740283693673213
croak,hiccup,30,0.1973972920037055
air come,pressure,32,0.197346338377906
chest,gassy,38,0.19718851267524035
painful hiccup,symptom,42,0.19711820387560172
drink,eat or drink,88,0.1968076880869417
air,flatulence,86,0.1967858427274756
chest,reflex,27,0.19666242688147406
ent,insurance,68,0.19665943126558436
