term_a,term_b,count,npmi
gurgle,release air,35,0.19865678451562607
nhs,specialist,30,0.19861040965706778
cure,exercise,100,0.19854798778697125
doctor,doctor would,16,0.1985202412245541
ent,medical professional,13,0.1985023761239591
throat,throat muscle,57,0.19847425004965888
gurgle,less gas,10,0.19838229922360626
cough,feel the air,13,0.19835212886080836
cost,country,36,0.19832049753586395
experience,start experience,13,0.1981983424758989
chest,painful hiccup,20,0.19819410995048442
air,gas,272,0.19818924824774342
drink,try drink,17,0.19787614918521676
cp muscle,swallow,13,0.19776965098409463
doctor,financial,18,0.19776574920631818
gerd,reflux,56,0.19766526378595423
air,urge to burp,17,0.19763919519071643
pain,pressure build,11,0.19763108479308195
vomit,wet burp,10,0.19762498429493
approve,ent,16,0.19754146239307174
air,kind of burp,11,0.1974826584084772
pre botox,week post botox,17,0.19743998808936955
dose,office,76,0.19740283693673213
croak,hiccup,30,0.1973972920037055
gi,les,13,0.1973798499922391
air come,pressure,32,0.197346338377906
chest,gassy,38,0.19718851267524035
endometriosis,rcpd,12,0.1971422156342388
physical symptom,rcpd,12,0.1971422156342388
painful hiccup,symptom,42,0.19711820387560172
air,blood pressure,19,0.19703483791448886
ga,general anesthesia,15,0.19693263353737875
throat,throat cause,10,0.1968218539024259
hypersalivation,symptom,22,0.19681087427284008
drink,eat or drink,88,0.1968076880869417
shaker,teach,14,0.19679007970195317
air,flatulence,86,0.1967858427274756
flatulence,noise,23,0.19670064194480516
chest,reflex,27,0.19666242688147406
ent,insurance,68,0.19665943126558436
doctor,fully cover,10,0.19662497947185845
chest,frog,20,0.19658514752985806
discomfort,feeling,16,0.19656687826420322
feel air,gurgle,14,0.1965048010085996
chronic,reflux,16,0.196430285879331
throat,throat gurgle,99,0.19640239073181787
discomfort,gurgle noise,14,0.19630279862789526
feel air come,gurgle,15,0.19615269428784565
paralyze,throat,41,0.1960966383724371
doctor,spain,12,0.1960935723011113
dose,in office procedure,22,0.1960271162878054
air release,gurgle,10,0.19602678625192013
inability to burp,stomach pain,18,0.19596904394120038
gurgle come,noise,10,0.19591146322477887
try drink,turn,12,0.1958892356991655
burp sometimes,inability to burp,11,0.19584199921076276
endoscope,surgery,10,0.19582163830103247
barium swallow,ues,12,0.19581721008746614
cough,gag reflex,19,0.19578260693529598
throat,ues,158,0.1957049631004195
doc,provider,10,0.1956500135118388
air,burp however,21,0.1956418506707982
appeal,cost,10,0.19558767410563363
round,second dose,19,0.19556410659467918
gurgle,nausea,206,0.19551390581573186
air,fail burp,10,0.1955098019504778
sphincter muscle,throat,12,0.19550565888134977
dose,many unit,20,0.19547546263795326
gag reflex,pressure,23,0.19545636611073156
cough,excessive flatulence,10,0.19540865456421924
really burp,vomit,23,0.1953564127708136
bloat,noise,26,0.19516353425185073
air,burp usually,11,0.19510337635241923
air,relief from bloating,11,0.19510337635241923
flatulence,pain,55,0.1950370996413678
diaphragm,muscle,33,0.1950060514955406
relax the muscle,throat,36,0.19496939165645402
endoscopy,operation,14,0.19495958898636212
bloating,pain,166,0.1948870298318932
misdiagnose,rcpd,29,0.19485231321229698
ga,many unit,11,0.19483245413640377
ent,know specialist,11,0.19482853281949894
insurance,local,17,0.19464678248843084
also experience,experience,21,0.19461684778253555
fear of vomit,gag,20,0.19457972425368902
alcohol,ppis,10,0.19455426630890274
discomfort,noise,53,0.19450115337693502
air,burp and feel,19,0.19442132027568007
open my throat,throat,33,0.19440377612579107
dr bastian,inject botox,12,0.19435325661138175
throat,throat close,11,0.19427230841350646
fullness,gas,10,0.19408574463755485
procedure,procedure work,22,0.19397904147617515
drink carbonation,turn,10,0.19394521209680474
bloating,symptom,209,0.19391363321960337
chest,headache,16,0.19391267550489028
chest,loud burp,11,0.19385963977387918
croaking,hiccup,19,0.19383934334418626
air come,flatulence,13,0.1938231148415971
75,dr bastian,36,0.19372727912088658
cpd,stool,26,0.19362570224708528
croaking,gassy,11,0.1936004906000523
low esophageal sphincter,swallow,20,0.19354167630106534
air come,micro burp,30,0.19343999380526292
feeling,pressure,16,0.19330959844971357
procedure,schedule the procedure,28,0.1932076091436035
bloating,nausea,96,0.19318073226805543
severe pain,symptom,10,0.19313543531315314
bloating,frog noise,13,0.19310139685367816
alcohol,eat or drink,22,0.1929265824740543
gag,nausea,79,0.1928712107687016
deny,doctor,38,0.1927562595579763
office visit,procedure,19,0.19266239485450523
reflux,tissue,10,0.192592729899171
force the air,gurgle,19,0.19256186237136078
actual procedure,procedure,30,0.1925515339560119
symptom,symptom go,12,0.1925360430432778
carbonation,turn,63,0.19249234679211108
chest,stomach ache,14,0.19236522721994184
doctor,doctor who treat,16,0.1923074925740945
clinic,ent,28,0.1923031095230796
gas,puke,47,0.19227288909353926
common symptom,symptom,21,0.1922589740073264
abdominal pain,gurgle,21,0.192236592726771
deny,referral,11,0.1921237365277718
consider the procedure,procedure,10,0.19206741380891088
cost,gp,47,0.19205679681192647
procedure,procedure with dr,41,0.1919974733231884
chest,release the air,10,0.1919968173867027
air,force the burp,19,0.1918672059385476
bloating,shortness of breath,25,0.19180446728565095
hospital,testing,20,0.1917620133908667
air,gassy,95,0.1916400008263564
croak,trap gas,10,0.19154752816658616
doctor,pocket cost,10,0.19151099372174452
achalasia,swallow,10,0.19149881840277821
chest,gag,80,0.19142329757936355
air,supragastric belching,20,0.19140314512056855
air,retching,27,0.191258954425603
gurgle come,hiccup,10,0.19121123688407637
cpd,diagnose with gerd,19,0.19113441976734108
indigestion,pressure,13,0.1910682387930791
doctor,resource,36,0.19103375744576184
chest pain,nausea,24,0.1910320276107548
throat,throat massage,13,0.19103175889536503
drink,food drink,17,0.19100866432717717
procedure,procedure go,23,0.1910030367173258
mouth and throat,throat,11,0.19091095956223614
slight slow swallow,throat,11,0.19091095956223614
rcpd,trauma,25,0.1908306642754022
prescription,turn,21,0.19077909309778382
gurgle,painful bloating,17,0.1907738712967432
retching,symptom,22,0.190773167722119
gag,stomach acid,21,0.19075720971682059
amount of air,vomit,32,0.19075288261725684
slow swallow,swallow a lot,13,0.1907445605889147
actual burp,hiccup,10,0.19066955135796276
consultant,ent,15,0.19052448870898925
specialist,surgeon,18,0.1904836185282607
botox,total anesthesia,15,0.19047606215311658
flatulence,unable to burp,11,0.19044509420965502
acid reflux,cancer,10,0.19044494308587964
acid reflux,rcpd,194,0.19038420554908306
release the air,vomit,17,0.1903623492739496
anesthesia,dr bastian,111,0.1903453224647312
consultation,visit,21,0.1902040241420509
constant nausea,vomit,11,0.1901316232371395
release the gas,vomit,11,0.1901316232371395
insurance,specialist,42,0.1900776944320186
drink,drink fizzy drink,27,0.18999931855856156
air come,puke,16,0.189914555351739
symptom,symptom get bad,18,0.18983159983519252
letter,specialist,10,0.18979149647888663
burp feel like,vomit,10,0.18974037249186376
burp,gurgle,2246,0.18972957623898612
inability to burp,much gas,10,0.18972011402692296
air,burp instead,16,0.18963454652712264
air,properly burp,16,0.18963454652712264
drink,drink anything carbonated,12,0.18947431987487126
scan,surgery,12,0.18945208186038356
botox procedure,hospital,67,0.18941343422210058
gurgle,hiccup,146,0.189390441747644
like the muscle,throat,10,0.18933181713490158
throat,throat work,10,0.18933181713490158
air trap,pain,16,0.18930697323131113
rarely burp,symptom,12,0.18929767419612942
air,burp seem,13,0.1892688625251008
air,proper burp,42,0.18924438342373992
throat,upper esophageal sphincter,64,0.18921482295073933
esophagus,swallow issue,17,0.1891879428749075
amount of gas,pressure,10,0.18914164054012916
botox procedure,endoscopy,50,0.18904787902605122
doctor,doctor recommend,10,0.18904462308132317
botox procedure,visit,35,0.18900194281161176
actual vomit,air,17,0.1889863271142184
feel the pressure,pain,14,0.18894572914303023
eat drink,turn,32,0.18893078535303756
esophagus,gastroenterolloggs,11,0.18882722796637744
endoscopy,scope,20,0.18882224555981417
air,definitely burp,12,0.18873016969558898
ga,second dose,12,0.18866916989186572
doctor,see a doctor,38,0.1886446275075894
bloating,diarrhea,12,0.18855923367460095
referral,see a doctor,11,0.18855175837068827
actually burp,air,44,0.18839959227575925
abdominal pain,gas,10,0.18836709472630453
flatulence,gassy,13,0.188360128485418
slow swallow,throat pain,10,0.18815280380984126
pain,retching,17,0.18794848393706448
air,excessive flatulence,34,0.18793223848174243
beer,eat or drink,28,0.18792235367456014
air,burp whenever,20,0.18788904752861002
procedure,second procedure,39,0.1878851724626655
extreme bloating,gurgle,16,0.18788483437380996
air pressure,pain,12,0.18784961956289337
pain,relieve the pressure,13,0.18782467068751987
open the ues,throat,11,0.18765305341168156
doctor,regular doctor,14,0.18762061613807085
croak,puke,18,0.18755178693349522
burp,micro burp,801,0.18753996253191202
consultation,test,55,0.1874345314974843
chest,excessive flatulence,13,0.1874284619938118
doctor,doctor know,17,0.18742657509377358
bloat,gas,41,0.18742485813862572
cricopharyngeus,neck,14,0.18739188413082358
anxiety,ibs,54,0.1872656207139114
anaesthetic,dose,11,0.1872600758697628
air bubble,bloating,20,0.18721502952774546
gurgle,stomach and chest,10,0.1871008925645997
doctor,request,48,0.18709369625514732
endoscopy,hospital,39,0.18707568495137974
direct,ent,14,0.1870216085237656
constipation,cpd,81,0.18701276029022565
office,second injection,19,0.1870116335901984
experience,never experience,28,0.18696119682032594
misdiagnose,reflux,13,0.18689051399601794
gurgle,silent burp,11,0.18684996286752445
gassy,pressure,31,0.18679819924369473
abdomen,esophagus,30,0.18678547911853802
air,relieve the pressure,20,0.18674154831818943
air vomit,loud burp,12,0.18669088972136894
amount of air,cough,13,0.18668888420801408
cost,request,17,0.18668183475338476
cough,get burp,10,0.186668934844173
country,map,11,0.1865739412618123
clinic,nhs,15,0.1863118253118544
air,vomit,383,0.1862946463923162
experience,social situation,25,0.1862924114192842
injection,procedure,242,0.18624161014194932
first procedure,procedure,34,0.1861662362904773
sphincter,throat,87,0.18616332936538435
discomfort,tightness,14,0.18608052687181534
esophagus,gastroenterologist,38,0.18607216431425788
gas,gurgle,230,0.18597258102519504
pain,release the air,16,0.18583433607624786
consultant,cost,14,0.1857008176504962
anxiety,self diagnose,13,0.1856896922021391
slow swallow,throat like,15,0.18567897465651031
cough,stomach acid,16,0.18552104361900834
chest,puke,39,0.18549901657351014
flatulence,hiccup,22,0.18549894498775898
cost,referral,58,0.18539616976247392
local,referral,15,0.18538816303799363
nausea,relieve burp,10,0.18537878215967246
amount of air,gurgle,42,0.18536608771442942
bloating,chest pain,26,0.18528357176944207
botox injection,operation,15,0.18517241092162706
experience,experience so far,11,0.1851544099046944
alcohol,medication,24,0.18511770692705756
beverage,turn,21,0.18500859162682268
get micro burp,gurgle,10,0.18498332729105946
chest,symptom,180,0.18497136694076388
hospital,scope,26,0.18494323006213495
severe bloating,symptom,15,0.18483325548752627
alcohol,eat and drink,15,0.18482729484312926
pain,trap air,46,0.18481349713656578
chest pain,symptom,50,0.1848118610601943
drink,drink carbonation,13,0.1847423468792391
even swallow,throat,15,0.18470219622626627
esophagus,trouble swallow,20,0.18465163258892905
loud burp,nausea,10,0.18463803055352784
gurgle and bloating,symptom,12,0.18461701381759804
procedure,visit,121,0.18461036202063202
much gas,symptom,26,0.18457544895465292
abdominal muscle,throat,20,0.1845362010948265
open your throat,throat,18,0.18436075727151563
doctor,visit a doctor,14,0.18432801072948857
med,medicine,11,0.18420039112672643
gag,gurgle come,12,0.18406911042261123
200,office,19,0.18400329580484562
air,really burp,32,0.183965377978806
acid reflux,misdiagnose,12,0.1839212095659628
try air vomit,vomit,10,0.18383368782692236
botox,second round,223,0.18382116546836236
clinic,doctor,72,0.18375842870636783
micro burp,mini burp,11,0.18371952467704616
soda,technique,17,0.18365067134476123
disorder,rcpd,88,0.1836087768629779
50 unit,ga,12,0.18355324213449573
cpd symptom,emetophobia,13,0.1835320471636124
doctor,language,17,0.1834385198335088
doctor,otolaryngologist,18,0.18337543514893448
croaking,nausea,24,0.18337474562033873
blood pressure,symptom,14,0.18336251396144587
medication,ppi,11,0.18335414518537432
drink,food or drink,13,0.1833516197542152
cough,vomit,104,0.18331985756495303
stomach cramp,symptom,13,0.18317345015469227
consultation,surgery,75,0.1831656067440466
burp thing,pain,18,0.18310925708580403
gassy,pain,58,0.1830673512331815
stomach issue,symptom,35,0.18306403485507186
manometry,visit,11,0.1830344461127787
gurgle,main symptom,27,0.18300191687062187
pressure,tightness,14,0.1828705032617657
chest,cough,60,0.18284918196196592
gag reflex,puke,11,0.18283196248278857
force the burp,gurgle,16,0.18281510832723308
difficulty swallow,esophagus,18,0.18273212804146083
botox procedure,colonoscopy,10,0.18266423584116218
difficulty swallow,muscle,15,0.18260739592009906
symptom,unable to burp,61,0.18259021130351638
inability to burp,painful hiccup,14,0.18253654563163846
experience,million experience,24,0.18247918029131327
issue with swallow,throat,17,0.1824444969143093
consultation,testing,14,0.18237234190472854
chronic nausea,vomit,11,0.18218737829282844
croaking,gas,28,0.18214762193448203
gas,reflex,28,0.18214762193448203
nausea,trap gas,20,0.18213592660741282
gas,vomit air,10,0.18206724686862968
procedure,undergo,18,0.18191344630449643
air,constant pressure,11,0.18185190435123133
doctor,gp,124,0.18180125868315525
esophagus,swallow a lot,11,0.18176637234201326
botox procedure,perform the procedure,12,0.18171149093720676
anxiety,rcpd symptom,22,0.1816910561841388
air vomit,vomit air,10,0.18165720853243214
cover,ent,61,0.18164466619767639
botox,dilation,116,0.18161618952533443
air,burp almost,14,0.1815624412977793
perform the procedure,treatment,17,0.18146194524983017
country,ent,33,0.18130666943871343
contraction,throat,20,0.18130661848599317
croaking,inability to burp,19,0.18123856415220477
medication,tum,10,0.18099345135983014
botox procedure,scope,32,0.1809730276161396
inability to burp,vomit,112,0.18097193324658756
air,puke,99,0.18093833008008509
doctor,italy,11,0.18092247236854378
doctor,doctor tell,36,0.18086377894123162
air,feel pain,10,0.18086052593589536
hospital,treatment,90,0.1808573183862553
emetephobia,noburp,14,0.18080212271378032
cover,doc,37,0.1807435446346398
2nd round,botox,44,0.1807343386997798
flatulence,pressure,26,0.18072695050555582
operation,surgery,33,0.18061650676723004
anxiety,cpd symptom,20,0.18060655978140117
get gurgle,noise,11,0.18058221667522864
digestive issue,reflux,12,0.18051064848214904
throat,throat i think,13,0.18050829863079343
disease,noburp,17,0.18049875305272117
gag reflex,nausea,23,0.1804620494748699
swallow anything,throat,15,0.18032288314496292
feeling,inability to burp,13,0.18027920313716206
dc,doctor,12,0.18023370832090232
emetephobia,rcpd,27,0.18022214949039614
50 unit,general anesthesia,11,0.18021572171961492
pain,stomach cramp,10,0.18014882060197526
chest,release air,13,0.18007054984373766
100 unit,office,38,0.1800399074921455
pain,release gas,15,0.18003235613577157
air,burp feel like,14,0.17997631585348095
burp get,gas,11,0.17996818200907744
chest,unable to burp,28,0.17987122146310092
alcohol,ppi,11,0.17986562082840982
belgium,doctor,22,0.17985681780386187
doctor,submit,18,0.17975249483914588
chest,proper burp,15,0.17971496470506185
esophagus,throat like,13,0.1796913797530737
cpd,ibs,110,0.17968109814342598
many unit,office,26,0.17959328997778884
schedule the procedure,surgery,11,0.17956947071710105
ent,see a doctor,13,0.17956454984191472
cricopharyngeus muscle,throat,42,0.17956011219876417
fizzy drink,shaker exercise,22,0.17932707009940674
air,burp happen,21,0.1792997146595276
laryngoscopy,procedure,29,0.1792746387374529
pain,unable to burp,47,0.17924145992114932
esophagus,relax the muscle,11,0.17923540889072714
burp,feel the burp,50,0.17922778252786944
gp,insurance,37,0.17918952188613732
fear of vomit,hiccup,14,0.17914571314901617
mini burp,pressure,11,0.17902954673563498
cure,drink beer,19,0.1790249510712629
nasal endoscopy,procedure,15,0.1789690651822606
gurgle,relieve the pressure,17,0.17895538373378606
private,specialist,12,0.17890132025508348
gurgle,pain med,10,0.17887581831064495
bloating,gassy,37,0.17886983210051655
shaker exercise,turn,83,0.1788105208258527
in office procedure,round,16,0.17870406910178688
lower,throat,46,0.1786542662664866
fizzy water,shaker exercise,10,0.17852851899197492
air,gurgle sound,24,0.17851154787263765
air vomit,pressure,82,0.178441775887628
gurgle,massive burp,12,0.17840261328515755
discomfort,really burp,10,0.17832680200677956
200,50,10,0.17830533044293712
drink,turn,264,0.17828089896402646
cpd,hypermobile,11,0.17827191456425995
cpd,severe symptom,11,0.17827191456425995
force air,gurgle,15,0.17821218123729812
fear of vomit,regurgitation,13,0.17820782515268976
air,release gas,23,0.17809387017901346
cough,gas,67,0.17806691862659996
burp thing,symptom,22,0.17806468529951458
dr bastian,local anesthesia,13,0.17805038824474903
rcpd,sibo,41,0.17803195571193878
pain,symptom,292,0.17802168655904677
burp normally,cough,14,0.1779712758786767
eat drink,exercise,18,0.17794849944852956
noise,unable to burp,19,0.1779284857266448
gurgle come,pressure,11,0.1779266868073974
strengthen,swallow,12,0.17790486987245127
doc,request,10,0.17786941914225138
75 unit,dr bastian,32,0.17779959605100668
cpd,endometriosis,12,0.17776728104417847
injection,operation,17,0.17775490466995708
gas bubble,gurgle,13,0.17770396666122004
noise,vomit,96,0.17752703619232912
frog,gurgle,41,0.17742720645369106
pressure,vomit,122,0.17729525326655476
force burp,gag,13,0.17727157360167994
doctor,elsewhere,17,0.17709456863532616
eat and drink,turn,40,0.17692804156974581
dosage,office,20,0.17684624396385146
excessive gas,symptom,11,0.17677309101230976
force burp,micro burp,12,0.17674549056502267
ent,nhs,40,0.17672861743650273
beer,technique,26,0.17664315127292654
esophagus,gi doctor,20,0.17663844083029798
drink,ginger,16,0.17662435308602467
air vomit,release gas,10,0.17654322278231832
headache,inability to burp,11,0.17653896040839023
burp,burp whenever,79,0.17652393132137614
gurgle,trap air,61,0.1765145900096826
cure,shaker,25,0.17650196377180147
symptom,symptom start,13,0.17647689568628555
cpd,gastroparesis,24,0.17645496987235015
air,gag reflex,60,0.1764177161650904
air,weird gurgle,10,0.17639960096519353
actually burp,hiccup,11,0.17625890477999398
gurgle,involuntary burp,13,0.1762375514314233
drink,eat drink,41,0.17614111194101256
lump in throat,throat,15,0.17611204755403725
discomfort,gassy,28,0.17607664438854348
2nd procedure,procedure,13,0.17605243978204113
procedure,surgical,23,0.17603204374973042
chest,nausea,78,0.1759661961013834
amount of air,micro burp,14,0.17592621345984932
air,burp properly,24,0.1759180473642849
eat or drink,turn,55,0.17589471248140484
air be come,gurgle,14,0.17588819685170262
core,neck,10,0.17582868650442465
micro burp,stop burp,10,0.17580772057945318
dr bastian,good doctor,10,0.17580772057945318
fear of vomit,inability to burp,15,0.1757765353556503
inability to burp,noise,43,0.17564105129104765
need to swallow,throat,13,0.17560837046450184
gurgle,painful hiccup,40,0.17560746170643038
swallow difficulty,throat,11,0.17554001814030729
could swallow,throat,11,0.17554001814030729
perform this procedure,procedure,10,0.1753949021350912
loud burp,pain,16,0.17524899760329457
doctor,florida,15,0.17523721706585668
inability to burp,nausea,61,0.17521078747602695
air come,gurgle,74,0.1751546653450927
doc,insurance,36,0.17514388017111307
botox injection,surgery,82,0.17513515724907655
air,micro burp,176,0.1751296011250962
gurgle,trap wind,10,0.17499330348897768
doctor,health care,11,0.17498407884992634
air,mini burp,32,0.17487856920838224
doctor,utah,12,0.17484476847892513
esophagus,neck,91,0.17480698551814436
bloating,gas pain,10,0.17477152152348377
cost,specialist,44,0.17470506986146347
discomfort,shortness of breath,17,0.17461893773071216
direct,doctor,35,0.17458394189793294
extra air,gurgle,16,0.17446809844451863
procedure,procedure would,17,0.17441544508066467
gastroscopy,treatment,18,0.17440224814539318
illness,noburp,14,0.1743575152099495
chest,inability to burp,62,0.17434267496653474
gas,stomach ache,14,0.17421519127422594
insurance,private,15,0.17417292436258813
get burp,pressure,11,0.17415470940352987
hypersalivation,vomit,15,0.17405273353177303
symptom,symptom bad,13,0.17391058738054152
extreme bloating,symptom,13,0.17391058738054152
anesthetic,dr bastian,11,0.1739034057760904
air,trap wind,11,0.1738576482601424
air,silent burp,11,0.1738576482601424
gurgle,proper burp,34,0.1737836987222338
stomach ache,symptom,26,0.17377648156831538
pressure,reflex,20,0.173745936734218
procedure,procedure schedule,20,0.1736286589787932
dysfunctional,throat,14,0.1736267931823858
eat or drink,medicine,13,0.17361240130272812
relax the muscle,swallow,10,0.17353774625241025
burp sound,gurgle,17,0.17348684271972745
infection,reflux,10,0.17348252891388682
amount of gas,pain,17,0.1734344358894009
gurgle,relieve burp,22,0.17328004340782682
force the air,vomit,12,0.17326838752087786
throat,throat and stomach,13,0.1732394870464517
air pressure,gurgle,15,0.1732354957171307
procedure,procedure cost,12,0.17320006430368706
experience,share their experience,11,0.17315589448846663
colorado,doctor,11,0.173076394882133
else experience,experience,68,0.17303420012147788
esophagus,stretche,13,0.17291053666164335
esophagus,swallow air,26,0.1728363439452267
pressure,symptom,147,0.17276992793808751
burp,feel air come,60,0.17276107048215317
dr bastian,initial appointment,14,0.17274520444420827
different muscle,throat,11,0.1727165549290976
open the throat,throat,10,0.17265930546108202
gassy,gurgle,76,0.1725792910821911
bone,throat,33,0.17255999956849558
get hiccup,pain,15,0.17247982876568374
ga,second round,11,0.17243513241162975
air,burp i think,28,0.17222273817399417
sharp pain,symptom,11,0.1722022979401631
burp whenever,gurgle,16,0.1721948815266035
air,feel pressure,13,0.17212489252118818
throat,throat area,15,0.17205720518903136
botox surgery,hospital,11,0.1720286222422971
gas come,gurgle,15,0.17202588973269284
get hiccup,gurgle,21,0.17201894551021268
force burp,pressure,12,0.17201190585977943
amount of gas,bloating,11,0.1719994698471465
doc,doctor,117,0.1719468594710689
bloating,chest,86,0.17192431800171765
infection,rcpd,21,0.17187271705090537
cough,shortness of breath,14,0.17176114777623047
ent,healthcare,13,0.17168671705297187
eat or drink,fizzy drink,14,0.17163517757228008
actual burp,chest,12,0.1716169634800458
inability to burp,indigestion,10,0.17161294381569123
chest,gag reflex,22,0.17151771663172288
muscle memory,throat,21,0.17148650602883037
swallow too much,throat,14,0.17147528399917744
doc,specialist,27,0.17142230396953215
botox injection,visit,21,0.17141775300186188
burp feel,pain,12,0.17137738718041365
stomach gurgle,symptom,10,0.17137152509241418
gerd,rcpd,100,0.1713613918463295
pressure,shortness of breath,17,0.17133974078159495
cough,croak,25,0.17118976264803396
else have experience,experience,17,0.17117704626170627
bloating,gargle,13,0.1711575306198174
extreme bloating,pain,10,0.1711406860975535
pain,symptom bad,10,0.1711406860975535
soda,turn,52,0.1711336127005532
air,bloating,226,0.17112739128382184
gas,main symptom,12,0.17106756384433247
aerophagia,cpd,21,0.1710439447135875
cpd,illness,31,0.17099607704150552
cough,regurgitation,37,0.17097439224311714
gurgle,stomach gurgle,11,0.17080483021570675
throat,thumb,16,0.17080385664736614
bloating,indigestion,14,0.17075315511271022
burp problem,symptom,11,0.1707215242111253
fizzy drink,technique,14,0.17067932686182893
issue swallow,throat,20,0.17067874244141717
cost,provider,13,0.17065415065101405
cpd symptom,fear,11,0.17051562329111025
75 unit,anesthesia,11,0.17049138522679427
lower,swallow,14,0.17040780238131037
discomfort,trap air,21,0.1703820108032385
canadian,ent,11,0.17035990389877867
actual procedure,surgery,11,0.17026727305110692
endoscopy,procedure,159,0.16982051789627986
croak,trap air,11,0.16956413004420687
procedure,surgery schedule,10,0.16940379063029043
carbonated drink,turn,41,0.16933567419641044
map,nhs,12,0.16933397385753998
gi,ues,14,0.1693125373802137
constant bloating,symptom,11,0.16926117559949627
doctor,laryngologist,19,0.16925659834991402
flatulence,micro burp,23,0.16918971198142496
inability to burp,shortness of breath,15,0.16918006845360783
carbonated beverage,shaker exercise,10,0.16914848284368084
gurgle,random burp,12,0.16910475210609008
air,gurgle start,19,0.16908725782007328
burp however,symptom,14,0.16901453374682698
gas,shortness of breath,22,0.16889216237478674
acid reflux,emetephobia,11,0.16881517857169934
discomfort,unable to burp,22,0.16860279943597406
burp,noise,600,0.16852437109248591
excess air,symptom,16,0.16842059602679588
inability to burp,pain,101,0.1683829525538362
doctor,europe,19,0.16823961228392778
botox procedure,test,82,0.16811006581063737
bowel,gerd,10,0.16807424138115984
burp feel,vomit,12,0.16805476846270168
burp,feel more pressure,15,0.16801203018126382
gas build,vomit,11,0.16789060136841116
amount of air,gas,18,0.16786192449822265
noise,reflex,15,0.16785513876889369
bloating,get gurgle,16,0.16771137780614084
acid reflux,treat rcpd,11,0.1676452926820645
50,many unit,13,0.167518034789194
air trap,gurgle,19,0.16748583950864868
air vomit,amount of air,18,0.1674249653735311
rcpd,scoliosis,10,0.16738894803342227
much gas,pain,18,0.16737046547793843
chest pain,pressure,18,0.16734392387685026
gurgle,regular burp,15,0.16731685282450118
botox treatment,testing,15,0.16720951253664468
throat,throat issue,16,0.1671888732949459
air bubble,gurgle,37,0.1671149374887525
fullness,symptom,15,0.16710276020510972
anxiety,rcpd,208,0.16709814157222008
croaking,pressure,19,0.1669802947661735
approve,doctor,35,0.1669722497521781
doc,see a ent,10,0.16693752582898486
cpd,primarily,11,0.16691744463651573
cost,local,16,0.16690040970721812
coffee,fizzy drink,10,0.16688678822950026
nausea,regurgitation,49,0.1668320857704321
air,hiccup,142,0.1667754503638159
condition,experience,395,0.1667720548489049
massage,throat,60,0.16674361944638613
bloating,proper burp,15,0.166701800186242
gas,gurgle noise,15,0.1666986734606091
esophagus,jaw,22,0.16668178080769833
cricopharyngeus,throat,47,0.1666605829860087
nhs,surgeon,13,0.16664186685629745
doctor,medical professional,28,0.166639728436664
country,gp,18,0.16661024597883467
disorder,gerd,20,0.1666044501281334
dr bastian,many doctor,17,0.1665930080185129
feel air,symptom,10,0.16656995661090998
gastritis,rcpd,21,0.1664779331613732
cure,technique,40,0.16643900307255813
loud gurgle,symptom,12,0.16641424978819913
chronic nausea,symptom,12,0.16641424978819913
doctor,primary,23,0.16639853733600327
croak,flatulence,12,0.16637537223403284
actually burp,gurgle,34,0.166313027655994
burp,still gurgle,93,0.16624956491721718
chest,main symptom,10,0.16619815424052778
chest pain,inability to burp,16,0.16617381535604064
gurgle sound,pain,14,0.16613264375947806
air,pain med,10,0.16601329723543495
air,start gag,10,0.16601329723543495
pass gas,symptom,24,0.16597902402229586
air,upper chest,13,0.16596436686447594
burp,feel the air,162,0.16595897001214024
office,second dose,27,0.16589032732557674
croak,gurgle,80,0.16581446003857297
amount of air,bloating,17,0.16580027976833375
bloating,trap gas,20,0.16578261966477245
clinical,doctor,11,0.16577187149598865
air,unable to burp,67,0.16573302704480464
get acid reflux,rcpd,13,0.16561141573756125
cpd,severe emetophobia,19,0.16556005376719227
actually throw,gas,11,0.16554132923844633
swallow test,throat,36,0.1654995394911432
micro burp,noise,43,0.1654229476535461
botox,many unit,168,0.1654081974788552
excessive flatulence,vomit,19,0.16533341275277508
mini burp,nausea,11,0.16520617005813978
cough,hiccup,38,0.16519117651918705
burp symptom,nausea,10,0.16515940769149998
first dose,office,15,0.1651281337318469
bloating,pressure,72,0.16507089743208997
burp cause,symptom,11,0.1649972330824793
diaphragm,throat,95,0.16494691904072772
ibs,rcpd,86,0.16492306838003223
60 unit,botox,15,0.16490265841471718
pylori,rcpd,18,0.16485119334407292
doctor,insurance company,23,0.16478101968262776
cramping,gurgle,12,0.16474259567053323
doctor,ent specialist,22,0.16459971134317142
discomfort,gurgle,151,0.16457089689408033
bloating,stop burp,12,0.16456927524779766
ever experience,experience,16,0.16451590940777805
air,cough fit,13,0.1644777245807084
drink carbonated beverage,turn,10,0.16447439440946524
indigestion,symptom,26,0.16445295442483734
esophageal sphincter,throat,23,0.16443297435313597
muscle,swallow test,10,0.16442447328226897
gas,inability to burp,67,0.16439636959100043
feel pressure,gurgle,11,0.1643862835123991
botox,botox activity,16,0.16436667962818816
stomach and throat,throat,13,0.16425262917797884
neck stretche,throat,13,0.16425262917797884
botox,round of botox,81,0.16423810740852327
doctor,michael,13,0.16415802139704017
doctor,michigan,13,0.16415802139704017
cure,try the shaker,10,0.16412436290315513
esophagus,tension,18,0.16407259877317137
muscle,throat feel,16,0.16404140803232176
